Board Number,Board Name,Board Type,School Number,School Name,School Type,School Level,School Language,Grade Range,City
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),603244,Westwood Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),363687,William C. Winegard Public School,Public,Elementary,English,JK-8,Guelph
B66117,Upper Grand DSB,Pub Dist Sch Brd (E/F),609552,Willow Road Public School,Public,Elementary,English,JK-8,Guelph
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),690767,Blessed Sacrament Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),693693,Canadian Martyrs Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),697460,Christ The King Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),716790,Holy Family Catholic Elementary School,Catholic,Elementary,English,JK-8,New Hamburg
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),718920,Holy Rosary Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),720208,Holy Spirit Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),SC3801,Huron Brigadoon Catholic Elementary Scho (Elementary) Separate School,Catholic,Elementary,English,JK-8,
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),724602,John Sweeney Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),732320,Monsignor Doyle Catholic Secondary School,Catholic,Secondary,English,9-12,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),732338,Monsignor Haller Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),743186,Our Lady of Fatima Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),744700,Our Lady of Grace Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),746304,Our Lady of Lourdes Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),753009,Resurrection Catholic Secondary School,Catholic,Secondary,English,9-12,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),829936,Saint John Paul II Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),764450,Sir Edgar Bauer Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),765678,St Agnes Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),766844,St Aloysius Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),770876,St Anne Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),771007,St Anne Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),765694,St Augustine Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),776726,St Benedict Catholic Secondary School,Catholic,Secondary,English,9-12,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),777501,St Bernadette Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),866296,St Boniface Catholic Elementary School,Catholic,Elementary,English,JK-8,Maryhill
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),780650,St Brigid Catholic Elementary School,Catholic,Elementary,English,JK-8,Ayr
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),866555,St Clement Catholic Elementary School,Catholic,Elementary,English,JK-8,St Clements
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),785695,St Daniel Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),786217,St David Catholic Secondary School,Catholic,Secondary,English,9-12,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),786772,St Dominic Savio Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),868286,St Don Bosco Catholic Secondary School,Catholic,Secondary,English,9-12,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),788694,St Elizabeth Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),831724,St Gabriel Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),795445,St Gregory Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),801682,St John Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),814687,St Joseph Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),690023,St Kateri Tekakwitha Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),820512,St Luke Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),821330,St Margaret Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),823317,St Mark Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),832103,St Mary's High School,Catholic,Secondary,English,9-12,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),832375,St Matthew Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),834440,St Michael Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),836303,St Nicholas Catholic Elementary School,Catholic,Elementary,English,JK-8,Waterloo
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),841331,St Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),845108,St Peter Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),851213,St Teresa Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),851736,St Teresa of Avila Catholic Elementary School,Catholic,Elementary,English,JK-8,Elmira
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),856592,St Timothy Catholic Elementary School,Catholic,Elementary,English,JK-8,Kitchener
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),858013,St Vincent de Paul Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B67148,Waterloo CDSB,Cath Dist Sch Brd (E/F),733121,St. Teresa of Calcutta Catholic Elementary School,Catholic,Elementary,English,JK-8,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),001058,A R Kaufman Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),000671,Abraham Erb Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),013900,Alpine Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),028541,Avenue Road Public School,Public,Elementary,English,JK-8,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),029459,Ayr Public School,Public,Elementary,English,JK-6,Ayr
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),034363,Baden Public School,Public,Elementary,English,JK-8,Baden
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),050512,Blair Road Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),895458,Bluevale Collegiate Institute,Public,Secondary,English,9-12,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),588849,Breslau Public School,Public,Elementary,English,JK-8,Breslau
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),061697,Bridgeport Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),034355,Brigadoon Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),898090,Cameron Heights Collegiate Institute,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),089451,Cedar Creek Public School,Public,Elementary,English,JK-8,Ayr
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),089699,Cedarbrae Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),090166,Centennial (Cambridge) Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),090220,Centennial (Waterloo) Public School,Public,Elementary,English,7-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),091332,Central Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),100170,Chalmers Street Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),634232,Chicopee Hills Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),108693,Clemens Mill Public School,Public,Elementary,English,JK-8,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),620432,Conestogo Public School,Public,Elementary,English,JK-8,Conestogo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),124354,Coronation Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),125555,Country Hills Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),126179,Courtland Avenue Public School,Public,Elementary,English,7-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),127876,Crestview Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),588970,Doon Public School,Public,Elementary,English,6-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),144266,Driftwood Park Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),907499,Eastwood Collegiate Institute,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),134618,Edna Staebler Public School,Public,Elementary,English,JK-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),170682,Elgin Street Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),171417,Elizabeth Ziegler Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),908142,Elmira District Secondary School,Public,Secondary,English,9-12,Elmira
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),181030,Empire Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),199389,Floradale Public School,Public,Elementary,English,JK-8,Elmira
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),201421,Forest Glen Public School,Public,Elementary,English,JK-8,New Hamburg
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),910350,Forest Heights Collegiate Institute,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),201448,Forest Hill Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),203394,Franklin Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),911399,Galt Collegiate and Vocational Institute,Public,Secondary,English,9-12,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),217891,Glencairn Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),913340,Glenview Park Secondary School,Public,Secondary,English,9-12,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),914070,Grand River Collegiate Institute,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),226920,Grand View Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),384097,Grandview Public School,Public,Elementary,English,JK-6,New Hamburg
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),609422,Groh Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),095230,Hespeler Public School,Public,Elementary,English,JK-8,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),255653,Highland Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),257605,Hillcrest Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),266183,Howard Robertson Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),917931,Huron Heights Secondary School,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),279595,J F Carmichael Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),486336,J W Gerth Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),918555,Jacob Hespeler Secondary School,Public,Secondary,English,9-12,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),339451,Janet Metcalfe Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),471541,Jean Steckle Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),285536,John Darling Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),283860,John Mahood Public School,Public,Elementary,English,JK-6,Elmira
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),288241,Keatsway Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),294390,King Edward Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),920495,Kitchener Waterloo Collegiate and Vocational School,Public,Secondary,English,9-12,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),303003,Lackner Woods Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),942006,Laurel Heights Secondary School,Public,Secondary,English,9-12,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),308463,Laurelwood Public School,Public,Elementary,English,JK-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),309320,Laurentian Public School,Public,Elementary,English,7-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),311731,Lester B Pearson Public School,Public,Elementary,English,JK-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),588326,Lexington Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),313246,Lincoln Heights Public School,Public,Elementary,English,JK-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),314331,Linwood Public School,Public,Elementary,English,JK-8,Linwood
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),327930,MacGregor Public School,Public,Elementary,English,6-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),589101,Mackenzie King Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),331708,Manchester Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),338079,Margaret Avenue Public School,Public,Elementary,English,7-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),345997,Mary Johnston Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),356425,Meadowlane Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),083559,Millen Woods Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),109487,Moffat Creek Public School,Public,Elementary,English,JK-8,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),382620,N A MacEachern Public School,Public,Elementary,English,JK-6,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),610429,New Dundee Public School,Public,Elementary,English,JK-6,New Dundee
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),383422,Northlake Woods Public School,Public,Elementary,English,JK-8,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),265740,Oak Creek Public School,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),433799,Park Manor Public School,Public,Elementary,English,7-8,Elmira
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),436267,Parkway Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),445878,Pioneer Park Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),936480,Preston High School,Public,Secondary,English,9-12,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),095753,Preston Public School,Public,Elementary,English,JK-6,Cambridge
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),460273,Prueter Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),461962,Queen Elizabeth Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),466646,Queensmount Public School,Public,Elementary,English,7-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),486140,Riverside Public School,Public,Elementary,English,JK-6,Elmira
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),488747,Rockway Public School,Public,Elementary,English,JK-6,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),926359,Rosemount - U Turn School,Public,Secondary,English,9-12,Waterloo
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),677477,Rosemount Grand River,Public,Elementary,English,JK-8,Kitchener
B66176,Waterloo Region DSB,Pub Dist Sch Brd (E/F),495891,Ryerson Public School,Public,Elementary,English,JK-6,Cambridge
