Year/Année,Month/Mois,Municipality/Municipalité,Totals / Totaux
2021,AUG,OWEN SOUND,57
2021,AUG,PARRY SOUND,18
2021,AUG,PELHAM,6
2021,AUG,PEMBROKE,22
2021,AUG,PENETANGUISHENE,18
2021,AUG,PERTH,15
2021,AUG,PETERBOROUGH,130
2021,AUG,PETROLIA,11
2021,AUG,PICKERING,23
2021,AUG,PORT COLBORNE,15
2021,AUG,PORT HOPE,13
2021,AUG,PRINCE EDWARD,32
2021,AUG,PUSLINCH,6
2021,AUG,QUINTE WEST,29
2021,AUG,RAMARA TOWNSHIP,6
2021,AUG,RENFREW,27
2021,AUG,RICHMOND HILL,122
2021,AUG,SARNIA,93
2021,AUG,SAUGEEN SHORES,8
2021,AUG,SAULT STE MARIE,100
2021,AUG,SCUGOG,14
2021,AUG,SEVERN,12
2021,AUG,SIOUX LOOKOUT,6
2021,AUG,SMITHS FALLS,9
2021,AUG,SOUTH BRUCE PENINSULA,8
2021,AUG,SOUTH HURON,9
2021,AUG,ST CATHARINES,141
2021,AUG,ST MARYS,8
2021,AUG,ST THOMAS,43
2021,AUG,STRATFORD,37
2021,AUG,STRATHROY-CARADOC,18
2021,AUG,TAY VALLEY TWP,7
2021,AUG,TECUMSEH,11
2021,AUG,TEMISKAMING SHORES,14
2021,AUG,THOROLD,7
2021,AUG,THUNDER BAY,128
2021,AUG,TILLSONBURG,19
2021,AUG,TIMMINS,40
2021,AUG,TINY,6
2021,AUG,TORONTO,1630
2021,AUG,TRENT HILLS,23
2021,AUG,TWEED,7
2021,AUG,UXBRIDGE,11
2021,AUG,VAUGHAN,83
2021,AUG,WASAGA BEACH,8
2021,AUG,WATERLOO,42
2021,AUG,WELLAND,66
2021,AUG,WELLINGTON NORTH,10
2021,AUG,WEST GREY,12
2021,AUG,WEST NIPISSING,13
2021,AUG,WHITBY,32
2021,AUG,WHITCHURCH-STOUFFVILLE,17
2021,AUG,WINDSOR,207
2021,AUG,WOODSTOCK,59
2021,AUG,WOOLWICH,10
2021,SEP,AJAX,52
2021,SEP,ALFRED PLANTAGENET,10
2021,SEP,AMHERSTBURG,7
2021,SEP,ARNPRIOR,13
2021,SEP,ARRAN-ELDERSLIE,6
2021,SEP,ATHENS,6
2021,SEP,ATIKOKAN,10
2021,SEP,AURORA,11
2021,SEP,AYLMER,6
2021,SEP,BANCROFT,8
2021,SEP,BARRIE,153
2021,SEP,BELLEVILLE,74
2021,SEP,BLIND RIVER,9
2021,SEP,BRACEBRIDGE,33
2021,SEP,BRADFORD WEST GWILLIMBURY,9
2021,SEP,BRAMPTON,206
2021,SEP,BRANT,11
2021,SEP,BRANTFORD,106
2021,SEP,BROCK,10
2021,SEP,BROCKTON,15
2021,SEP,BROCKVILLE,49
2021,SEP,BURLINGTON,124
2021,SEP,CALEDON,20
2021,SEP,CAMBRIDGE,82
2021,SEP,CARLETON PLACE,12
2021,SEP,CENTRAL HURON,6
2021,SEP,CENTRE WELLINGTON,31
2021,SEP,CHATHAM-KENT,95
2021,SEP,CLARENCE-ROCKLAND,8
2021,SEP,CLARINGTON,55
2021,SEP,CLEARVIEW,11
2021,SEP,COBOURG,39
2021,SEP,COLLINGWOOD,52
2021,SEP,CORNWALL,75
2021,SEP,DRYDEN,13
2021,SEP,EAST GWILLIMBURY,6
2021,SEP,EAST ZORRA-TAVISTOCK,7
2021,SEP,ELIZABETHTOWN-KITLEY,7
2021,SEP,ELLIOT LAKE,17
2021,SEP,ESPANOLA,12
2021,SEP,ESSEX,7
2021,SEP,FORT ERIE,19
2021,SEP,FORT FRANCES,15
2021,SEP,GEORGINA,17
2021,SEP,GODERICH,15
2021,SEP,GRAVENHURST,9
2021,SEP,GREATER NAPANEE,35
2021,SEP,GREATER SUDBURY,176
2021,SEP,GREY HIGHLANDS,11
2021,SEP,GRIMSBY,30
2021,SEP,GUELPH,114
2021,SEP,HALDIMAND COUNTY,33
2021,SEP,HALTON HILLS,27
2021,SEP,HAMILTON,501
2021,SEP,HAMILTON TWP,8
2021,SEP,HANOVER,14
2021,SEP,HAWKESBURY,31
2021,SEP,HEARST,6
2021,SEP,HUNTSVILLE,15
2021,SEP,HURON EAST,7
2021,SEP,INGERSOLL,12
2021,SEP,INNISFIL,6
2021,SEP,IROQUOIS FALLS,9
2021,SEP,KAPUSKASING,9
2021,SEP,KAWARTHA LAKES,72
2021,SEP,KENORA,20
2021,SEP,KINCARDINE,10
2021,SEP,KINGSTON,153
2021,SEP,KINGSVILLE,10
2021,SEP,KIRKLAND LAKE,15
2021,SEP,KITCHENER,178
2021,SEP,LAKESHORE,9
2021,SEP,LAMBTON SHORES,7
2021,SEP,LEAMINGTON,47
2021,SEP,LINCOLN,15
2021,SEP,LONDON,351
2021,SEP,LOYALIST,7
2021,SEP,MADAWASKA VALLEY,9
2021,SEP,MARKHAM,118
2021,SEP,MATTAWA,8
2021,SEP,MEAFORD,9
2021,SEP,MIDLAND,30
2021,SEP,MILTON,42
2021,SEP,MINDEN HILLS,6
2021,SEP,MINTO,13
2021,SEP,MISSISSAUGA,363
2021,SEP,MISSISSIPPI MILLS,14
2021,SEP,NE MANITOULIN  AND THE ISLANDS,6
2021,SEP,NEW TECUMSETH,36
2021,SEP,NEWBURY,6
2021,SEP,NEWMARKET,120
2021,SEP,NIAGARA FALLS,86
2021,SEP,NIAGARA-ON-THE-LAKE,7
2021,SEP,NORFOLK COUNTY,55
2021,SEP,NORTH BAY,66
2021,SEP,NORTH DUNDAS,15
2021,SEP,NORTH GLENGARRY,15
2021,SEP,NORTH GRENVILLE,9
2021,SEP,NORTH HURON,9
2021,SEP,NORTH PERTH,14
2021,SEP,OAKVILLE,102
2021,SEP,ORANGEVILLE,30
2021,SEP,ORILLIA,46
2021,SEP,ORO-MEDONTE,6
2021,SEP,OSHAWA,164
2021,SEP,OTTAWA,623
2021,SEP,OWEN SOUND,48
2021,SEP,PARRY SOUND,15
2021,SEP,PELHAM,11
2021,SEP,PEMBROKE,31
2021,SEP,PENETANGUISHENE,12
2021,SEP,PERTH,14
2021,SEP,PERTH EAST,11
2021,SEP,PETERBOROUGH,109
2021,SEP,PETROLIA,10
2021,SEP,PICKERING,16
2021,SEP,PORT COLBORNE,14
2021,SEP,PORT HOPE,16
2021,SEP,PRINCE EDWARD,20
2021,SEP,QUINTE WEST,28
2021,SEP,RENFREW,29
2021,SEP,RICHMOND HILL,124
2021,SEP,SARNIA,77
2021,SEP,SAUGEEN SHORES,12
2021,SEP,SAULT STE MARIE,85
2021,SEP,SCUGOG,17
2021,SEP,SELWYN,6
2021,SEP,SEVERN,13
2021,SEP,SHELBURNE,6
2021,SEP,SMITHS FALLS,14
2021,SEP,SOUTH DUNDAS,6
2021,SEP,SOUTH HURON,19
2021,SEP,SOUTH STORMONT,6
2021,SEP,SPRINGWATER,6
2021,SEP,ST CATHARINES,138
2021,SEP,ST MARYS,7
2021,SEP,ST THOMAS,42
2021,SEP,STRATFORD,40
2021,SEP,STRATHROY-CARADOC,23
2021,SEP,TECUMSEH,9
2021,SEP,TEMISKAMING SHORES,22
2021,SEP,THUNDER BAY,148
2021,SEP,TILLSONBURG,14
2021,SEP,TIMMINS,35
2021,SEP,TORONTO,1709
2021,SEP,TRENT HILLS,17
2021,SEP,TWEED,6
2021,SEP,UXBRIDGE,14
2021,SEP,VAUGHAN,112
2021,SEP,WATERLOO,26
2021,SEP,WELLAND,78
2021,SEP,WELLINGTON NORTH,13
2021,SEP,WEST GREY,9
2021,SEP,WEST NIPISSING,16
2021,SEP,WHITBY,32
2021,SEP,WHITCHURCH-STOUFFVILLE,12
2021,SEP,WHITEWATER REGION,7
2021,SEP,WINDSOR,222
2021,SEP,WOODSTOCK,66
2021,SEP,WOOLWICH,6
2021,OCT,AJAX,53
2021,OCT,ALFRED PLANTAGENET,7
2021,OCT,AMHERSTBURG,14
2021,OCT,ARNPRIOR,13
2021,OCT,AURORA,14
2021,OCT,AYLMER,7
2021,OCT,BANCROFT,9
2021,OCT,BARRIE,142
2021,OCT,BELLEVILLE,90
2021,OCT,BLACK RIVER-MATHESON,6
2021,OCT,BRACEBRIDGE,24
2021,OCT,BRADFORD WEST GWILLIMBURY,14
2021,OCT,BRAMPTON,254
2021,OCT,BRANT,14
2021,OCT,BRANTFORD,120
2021,OCT,BRIGHTON,6
2021,OCT,BROCK,8
2021,OCT,BROCKTON,8
2021,OCT,BROCKVILLE,50
2021,OCT,BURLINGTON,131
2021,OCT,CALEDON,19
2021,OCT,CAMBRIDGE,86
2021,OCT,CAVAN-MONAGHAN,7
2021,OCT,CENTRAL MANITOULIN,6
2021,OCT,CENTRE WELLINGTON,26
2021,OCT,CHAMPLAIN,7
2021,OCT,CHATHAM-KENT,127
2021,OCT,CLARENCE-ROCKLAND,11
2021,OCT,CLARINGTON,52
2021,OCT,COBOURG,56
2021,OCT,COCHRANE,6
2021,OCT,COLLINGWOOD,44
2021,OCT,CORNWALL,78
2021,OCT,DRYDEN,9
2021,OCT,DYSART ET AL,9
2021,OCT,ELLIOT LAKE,24
2021,OCT,ESPANOLA,11
2021,OCT,ESSEX,7
2021,OCT,FORT ERIE,22
2021,OCT,FORT FRANCES,11
2021,OCT,GEORGINA,14
2021,OCT,GODERICH,12
2021,OCT,GREATER NAPANEE,19
2021,OCT,GREATER SUDBURY,188
2021,OCT,GREY HIGHLANDS,9
2021,OCT,GRIMSBY,35
2021,OCT,GUELPH,128
2021,OCT,HALDIMAND COUNTY,32
2021,OCT,HALTON HILLS,33
2021,OCT,HAMILTON,517
2021,OCT,HAMILTON TWP,6
2021,OCT,HANOVER,17
2021,OCT,HAWKESBURY,23
2021,OCT,HEARST,6
2021,OCT,HUNTSVILLE,25
2021,OCT,HURON EAST,10
2021,OCT,HURON-KINLOSS,6
2021,OCT,INGERSOLL,9
2021,OCT,IROQUOIS FALLS,9
2021,OCT,KAPUSKASING,11
2021,OCT,KAWARTHA LAKES,72
2021,OCT,KENORA,17
2021,OCT,KINCARDINE,15
2021,OCT,KING,6
2021,OCT,KINGSTON,154
2021,OCT,KINGSVILLE,8
2021,OCT,KIRKLAND LAKE,13
2021,OCT,KITCHENER,188
2021,OCT,LEAMINGTON,43
2021,OCT,LINCOLN,18
2021,OCT,LONDON,365
2021,OCT,LOYALIST,6
2021,OCT,MADAWASKA VALLEY,10
2021,OCT,MARKHAM,135
2021,OCT,MIDDLESEX CENTRE,10
2021,OCT,MIDLAND,43
2021,OCT,MILTON,35
2021,OCT,MINTO,8
2021,OCT,MISSISSAUGA,381
2021,OCT,MISSISSIPPI MILLS,14
2021,OCT,NEW TECUMSETH,38
2021,OCT,NEWMARKET,117
2021,OCT,NIAGARA FALLS,96
2021,OCT,NIAGARA-ON-THE-LAKE,16
2021,OCT,NORFOLK COUNTY,44
2021,OCT,NORTH BAY,86
2021,OCT,NORTH DUNDAS,20
2021,OCT,NORTH GLENGARRY,19
2021,OCT,NORTH GRENVILLE,8
2021,OCT,NORTH PERTH,6
2021,OCT,OAKVILLE,123
2021,OCT,ORANGEVILLE,35
2021,OCT,ORILLIA,55
2021,OCT,ORO-MEDONTE,6
2021,OCT,OSHAWA,171
2021,OCT,OTTAWA,664
2021,OCT,OWEN SOUND,63
2021,OCT,PARRY SOUND,18
2021,OCT,PELHAM,9
2021,OCT,PEMBROKE,30
2021,OCT,PENETANGUISHENE,16
2021,OCT,PERTH,11
2021,OCT,PETERBOROUGH,140
2021,OCT,PETROLIA,14
2021,OCT,PICKERING,24
2021,OCT,PORT COLBORNE,25
2021,OCT,PORT HOPE,8
2021,OCT,POWASSAN,6
2021,OCT,PRESCOTT,6
2021,OCT,PRINCE EDWARD,25
2021,OCT,QUINTE WEST,28
2021,OCT,RENFREW,20
2021,OCT,RICHMOND HILL,128
2021,OCT,SARNIA,120
2021,OCT,SAUGEEN SHORES,13
2021,OCT,SAULT STE MARIE,77
2021,OCT,SCUGOG,15
2021,OCT,SEVERN,17
2021,OCT,SHELBURNE,7
2021,OCT,SMITHS FALLS,13
2021,OCT,SOUTH BRUCE PENINSULA,10
2021,OCT,SOUTH FRONTENAC,7
2021,OCT,SOUTH HURON,7
2021,OCT,ST CATHARINES,144
2021,OCT,ST MARYS,9
2021,OCT,ST THOMAS,54
2021,OCT,STRATFORD,57
2021,OCT,STRATHROY-CARADOC,29
2021,OCT,TECUMSEH,10
2021,OCT,TEMISKAMING SHORES,17
2021,OCT,THUNDER BAY,133
2021,OCT,TILLSONBURG,31
2021,OCT,TIMMINS,37
2021,OCT,TORONTO,1792
2021,OCT,TRENT HILLS,15
2021,OCT,TWEED,7
2021,OCT,UXBRIDGE,16
2021,OCT,VAUGHAN,95
2021,OCT,WASAGA BEACH,10
2021,OCT,WATERLOO,40
2021,OCT,WELLAND,65
2021,OCT,WELLINGTON NORTH,9
2021,OCT,WEST GREY,8
2021,OCT,WEST NIPISSING,16
2021,OCT,WEST PERTH,7
2021,OCT,WHITBY,50
2021,OCT,WHITCHURCH-STOUFFVILLE,14
2021,OCT,WILMOT,7
2021,OCT,WINDSOR,242
2021,OCT,WOODSTOCK,62
2021,OCT,WOOLWICH,9
2021,NOV,AJAX,63
2021,NOV,ALFRED PLANTAGENET,9
2021,NOV,AMHERSTBURG,9
2021,NOV,ARNPRIOR,13
2021,NOV,AURORA,16
2021,NOV,BANCROFT,14
2021,NOV,BARRIE,156
2021,NOV,BELLEVILLE,98
2021,NOV,BRACEBRIDGE,15
2021,NOV,BRADFORD WEST GWILLIMBURY,6
2021,NOV,BRAMPTON,203
2021,NOV,BRANT,11
2021,NOV,BRANTFORD,121
2021,NOV,BRIGHTON,8
2021,NOV,BROCK,10
2021,NOV,BROCKTON,8
2021,NOV,BROCKVILLE,48
2021,NOV,BURLINGTON,148
2021,NOV,CALEDON,22
2021,NOV,CAMBRIDGE,91
2021,NOV,CARLETON PLACE,15
2021,NOV,CAVAN-MONAGHAN,10
2021,NOV,CENTRAL HURON,8
2021,NOV,CENTRE WELLINGTON,27
2021,NOV,CHATHAM-KENT,100
2021,NOV,CLARENCE-ROCKLAND,8
2021,NOV,CLARINGTON,39
2021,NOV,CLEARVIEW,7
2021,NOV,COBOURG,30
2021,NOV,COLLINGWOOD,45
2021,NOV,CORNWALL,77
2021,NOV,DRYDEN,11
2021,NOV,DYSART ET AL,18
2021,NOV,ELLIOT LAKE,15
2021,NOV,ESPANOLA,7
2021,NOV,ESSEX,7
2021,NOV,FORT ERIE,34
2021,NOV,FORT FRANCES,12
2021,NOV,GANANOQUE,6
2021,NOV,GEORGINA,10
2021,NOV,GODERICH,9
2021,NOV,GRAVENHURST,11
2021,NOV,GREATER NAPANEE,25
2021,NOV,GREATER SUDBURY,185
2021,NOV,GREY HIGHLANDS,7
2021,NOV,GRIMSBY,31
2021,NOV,GUELPH,99
2021,NOV,HALDIMAND COUNTY,35
2021,NOV,HALTON HILLS,36
2021,NOV,HAMILTON,498
2021,NOV,HAMILTON TWP,14
2021,NOV,HANOVER,10
2021,NOV,HAWKESBURY,31
2021,NOV,HEARST,8
2021,NOV,HUNTSVILLE,32
2021,NOV,HURON EAST,7
2021,NOV,INGERSOLL,13
2021,NOV,INNISFIL,14
2021,NOV,KAPUSKASING,10
2021,NOV,KAWARTHA LAKES,79
2021,NOV,KENORA,25
2021,NOV,KINCARDINE,11
2021,NOV,KING,6
2021,NOV,KINGSTON,157
2021,NOV,KINGSVILLE,8
2021,NOV,KIRKLAND LAKE,17
2021,NOV,KITCHENER,212
2021,NOV,LEAMINGTON,40
2021,NOV,LINCOLN,10
2021,NOV,LONDON,379
2021,NOV,LOYALIST,10
2021,NOV,MADAWASKA VALLEY,12
2021,NOV,MARKHAM,121
2021,NOV,MEAFORD,13
2021,NOV,MIDDLESEX CENTRE,7
2021,NOV,MIDLAND,45
2021,NOV,MILTON,43
2021,NOV,MINDEN HILLS,7
2021,NOV,MINTO,18
2021,NOV,MISSISSAUGA,344
2021,NOV,MISSISSIPPI MILLS,11
2021,NOV,MUSKOKA LAKES,6
2021,NOV,NE MANITOULIN  AND THE ISLANDS,6
2021,NOV,NEW TECUMSETH,37
2021,NOV,NEWMARKET,116
2021,NOV,NIAGARA FALLS,95
2021,NOV,NIAGARA-ON-THE-LAKE,7
2021,NOV,NORFOLK COUNTY,48
2021,NOV,NORTH BAY,60
2021,NOV,NORTH DUNDAS,21
2021,NOV,NORTH GLENGARRY,14
2021,NOV,NORTH PERTH,9
2021,NOV,OAKVILLE,126
2021,NOV,ORANGEVILLE,29
2021,NOV,ORILLIA,43
2021,NOV,OSHAWA,177
2021,NOV,OTTAWA,694
2021,NOV,OWEN SOUND,50
2021,NOV,PARRY SOUND,20
2021,NOV,PELHAM,8
2021,NOV,PEMBROKE,24
2021,NOV,PENETANGUISHENE,13
2021,NOV,PERTH,17
2021,NOV,PETERBOROUGH,144
2021,NOV,PETROLIA,9
2021,NOV,PICKERING,24
2021,NOV,PORT COLBORNE,14
2021,NOV,PORT HOPE,16
2021,NOV,POWASSAN,8
2021,NOV,PRESCOTT,7
2021,NOV,PRINCE EDWARD,32
2021,NOV,QUINTE WEST,49
2021,NOV,RENFREW,27
2021,NOV,RICHMOND HILL,120
2021,NOV,RUSSELL,9
2021,NOV,SARNIA,89
2021,NOV,SAUGEEN SHORES,15
2021,NOV,SAULT STE MARIE,102
2021,NOV,SCUGOG,19
2021,NOV,SEVERN,17
2021,NOV,SMITHS FALLS,16
2021,NOV,SOUTH BRUCE PENINSULA,6
2021,NOV,SOUTH HURON,16
2021,NOV,ST CATHARINES,157
2021,NOV,ST MARYS,13
2021,NOV,ST THOMAS,62
2021,NOV,STRATFORD,39
2021,NOV,STRATHROY-CARADOC,24
2021,NOV,TAY VALLEY TWP,7
2021,NOV,TECUMSEH,12
2021,NOV,TEMISKAMING SHORES,23
2021,NOV,THUNDER BAY,153
2021,NOV,THUNDER BAY UNORGANIZED,6
2021,NOV,TILLSONBURG,23
2021,NOV,TIMMINS,38
2021,NOV,TINY,6
2021,NOV,TORONTO,1780
2021,NOV,TRENT HILLS,22
2021,NOV,UXBRIDGE,8
2021,NOV,VAUGHAN,102
2021,NOV,WATERLOO,35
2021,NOV,WELLAND,85
2021,NOV,WELLINGTON NORTH,10
2021,NOV,WEST GREY,9
2021,NOV,WEST NIPISSING,15
2021,NOV,WHITBY,47
2021,NOV,WHITCHURCH-STOUFFVILLE,8
2021,NOV,WHITEWATER REGION,6
2021,NOV,WILMOT,8
2021,NOV,WINDSOR,260
2021,NOV,WOODSTOCK,62
2021,NOV,WOOLWICH,13
2021,DEC,AJAX,73
2021,DEC,AMHERSTBURG,14
2021,DEC,ARNPRIOR,9
2021,DEC,ARRAN-ELDERSLIE,6
2021,DEC,ATHENS,9
2021,DEC,AURORA,14
2021,DEC,BANCROFT,9
2021,DEC,BARRIE,161
2021,DEC,BELLEVILLE,85
2021,DEC,BRACEBRIDGE,9
2021,DEC,BRADFORD WEST GWILLIMBURY,8
2021,DEC,BRAMPTON,225
2021,DEC,BRANT,16
2021,DEC,BRANTFORD,119
2021,DEC,BROCK,6
2021,DEC,BROCKTON,8
2021,DEC,BROCKVILLE,52
2021,DEC,BURLINGTON,144
2021,DEC,CALEDON,26
2021,DEC,CAMBRIDGE,97
2021,DEC,CARLETON PLACE,15
2021,DEC,CAVAN-MONAGHAN,9
2021,DEC,CENTRAL HURON,7
2021,DEC,CENTRAL MANITOULIN,7
2021,DEC,CENTRE WELLINGTON,26
2021,DEC,CHATHAM-KENT,113
2021,DEC,CLARINGTON,50
2021,DEC,COBOURG,52
2021,DEC,COLLINGWOOD,47
2021,DEC,CORNWALL,68
2021,DEC,DRYDEN,14
2021,DEC,DYSART ET AL,10
2021,DEC,ELLIOT LAKE,22
2021,DEC,ENNISKILLEN,7
2021,DEC,ESPANOLA,8
2021,DEC,ESSEX,8
2021,DEC,FORT ERIE,21
2021,DEC,FORT FRANCES,14
2021,DEC,GEORGINA,14
2021,DEC,GODERICH,11
2021,DEC,GRAVENHURST,7
2021,DEC,GREATER NAPANEE,25
2021,DEC,GREATER SUDBURY,200
2021,DEC,GREENSTONE,9
2021,DEC,GREY HIGHLANDS,7
2021,DEC,GRIMSBY,35
2021,DEC,GUELPH,114
2021,DEC,HALDIMAND COUNTY,29
2021,DEC,HALTON HILLS,26
2021,DEC,HAMILTON,547
2021,DEC,HAMILTON TWP,11
2021,DEC,HANOVER,17
2021,DEC,HAWKESBURY,21
2021,DEC,HEARST,7
2021,DEC,HUNTSVILLE,32
2021,DEC,HURON EAST,11
2021,DEC,INGERSOLL,7
2021,DEC,KAPUSKASING,10
2021,DEC,KAWARTHA LAKES,102
2021,DEC,KENORA,25
2021,DEC,KINCARDINE,9
2021,DEC,KINGSTON,177
2021,DEC,KINGSVILLE,10
2021,DEC,KIRKLAND LAKE,11
2021,DEC,KITCHENER,269
2021,DEC,LAKESHORE,9
2021,DEC,LAMBTON SHORES,9
2021,DEC,LASALLE,7
2021,DEC,LEAMINGTON,51
2021,DEC,LINCOLN,15
2021,DEC,LONDON,386
2021,DEC,LOYALIST,16
2021,DEC,MADAWASKA VALLEY,9
2021,DEC,MARKHAM,122
2021,DEC,MEAFORD,6
2021,DEC,MIDLAND,42
2021,DEC,MILTON,36
2021,DEC,MINTO,9
2021,DEC,MISSISSAUGA,395
2021,DEC,MISSISSIPPI MILLS,11
2021,DEC,MUSKOKA LAKES,6
2021,DEC,NEW TECUMSETH,30
2021,DEC,NEWBURY,6
2021,DEC,NEWMARKET,116
2021,DEC,NIAGARA FALLS,97
2021,DEC,NIAGARA-ON-THE-LAKE,7
2021,DEC,NORFOLK COUNTY,52
2021,DEC,NORTH BAY,78
2021,DEC,NORTH DUNDAS,18
2021,DEC,NORTH GLENGARRY,14
2021,DEC,NORTH GRENVILLE,13
2021,DEC,NORTH HURON,13
2021,DEC,NORTH PERTH,14
2021,DEC,OAKVILLE,140
2021,DEC,ORANGEVILLE,28
2021,DEC,ORILLIA,64
2021,DEC,ORO-MEDONTE,8
2021,DEC,OSHAWA,216
2021,DEC,OTTAWA,699
2021,DEC,OWEN SOUND,55
2021,DEC,PARRY SOUND,17
2021,DEC,PELHAM,6
2021,DEC,PEMBROKE,32
2021,DEC,PENETANGUISHENE,19
2021,DEC,PERTH,16
2021,DEC,PERTH EAST,6
2021,DEC,PETERBOROUGH,155
2021,DEC,PETROLIA,14
2021,DEC,PICKERING,17
2021,DEC,PORT COLBORNE,10
2021,DEC,PORT HOPE,8
2021,DEC,PRESCOTT,7
2021,DEC,PRINCE EDWARD,25
2021,DEC,QUINTE WEST,29
2021,DEC,RENFREW,19
2021,DEC,RICHMOND HILL,126
2021,DEC,SARNIA,95
2021,DEC,SAUGEEN SHORES,11
2021,DEC,SAULT STE MARIE,115
2021,DEC,SCUGOG,24
2021,DEC,SEVERN,16
2021,DEC,SHELBURNE,8
2021,DEC,SMITHS FALLS,25
2021,DEC,SOUTH BRUCE PENINSULA,13
2021,DEC,SOUTH HURON,13
2021,DEC,SOUTH STORMONT,10
2021,DEC,ST CATHARINES,159
2021,DEC,ST MARYS,11
2021,DEC,ST THOMAS,59
2021,DEC,STIRLING-RAWDON,8
2021,DEC,STRATFORD,41
2021,DEC,STRATHROY-CARADOC,20
2021,DEC,TAY VALLEY TWP,10
2021,DEC,TEMISKAMING SHORES,19
2021,DEC,THUNDER BAY,163
2021,DEC,TILLSONBURG,28
2021,DEC,TIMMINS,43
2021,DEC,TORONTO,1919
2021,DEC,TRENT HILLS,17
2021,DEC,UXBRIDGE,15
2021,DEC,VAUGHAN,102
2021,DEC,WASAGA BEACH,9
2021,DEC,WATERLOO,38
2021,DEC,WELLAND,71
2021,DEC,WELLINGTON NORTH,20
2021,DEC,WEST GREY,7
2021,DEC,WEST NIPISSING,17
2021,DEC,WEST PERTH,6
2021,DEC,WHITBY,44
2021,DEC,WHITCHURCH-STOUFFVILLE,20
2021,DEC,WHITEWATER REGION,6
2021,DEC,WILMOT,7
2021,DEC,WINDSOR,261
2021,DEC,WOODSTOCK,61
2021,DEC,WOOLWICH,8
