REF_DATE,NOC Major Group,National Occupational Classification (NOC),Economic region code,Economic region name,Number Employed (thousands)
2020,32,Technical occupations in health,3590,Northeast,9.5
2020,34,Assisting occupations in support of health services,3590,Northeast,5.7
2020,04,"Occupations in education, law and social, community and government services",3590,Northeast,30.6
2020,40,Professional occupations in education services,3590,Northeast,10.7
2020,41,"Professional occupations in law and social, community and government services",3590,Northeast,6.7
2020,42,"Paraprofessional occupations in legal, social, community and education services",3590,Northeast,7.0
2020,43,Occupations in front-line public protection services,3590,Northeast,2.3
2020,44,"Care providers and educational, legal and public protection support occupations",3590,Northeast,3.8
2020,05,"Occupations in art, culture, recreation and sport",3590,Northeast,4.2
2020,51,Professional occupations in art and culture,3590,Northeast,1.8
2020,52,"Technical occupations in art, culture, recreation and sport",3590,Northeast,2.4
2020,06,Sales and service occupations,3590,Northeast,55.0
2020,62,Retail sales supervisors and specialized sales occupations,3590,Northeast,6.8
2020,63,Service supervisors and specialized service occupations,3590,Northeast,7.3
2020,64,Sales representatives and salespersons - wholesale and retail trade,3590,Northeast,8.9
2020,65,Service representatives and other customer and personal services occupations,3590,Northeast,10.0
2020,66,Sales support occupations,3590,Northeast,8.3
2020,67,"Service support and other service occupations, n.e.c.",3590,Northeast,13.7
2020,07,"Trades, transport and equipment operators and related occupations",3590,Northeast,43.5
2020,72,"Industrial, electrical and construction trades",3590,Northeast,13.4
2020,73,Maintenance and equipment operation trades,3590,Northeast,14.0
2020,74,"Other installers, repairers and servicers and material handlers",3590,Northeast,1.6
2020,75,Transport and heavy equipment operation and related maintenance occupations,3590,Northeast,11.4
2020,76,"Trades helpers, construction labourers and related occupations",3590,Northeast,3.2
2020,08,"Natural resources, agriculture and related production occupations",3590,Northeast,10.7
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3590,Northeast,7.1
2020,84,"Workers in natural resources, agriculture and related production",3590,Northeast,2.0
2020,86,"Harvesting, landscaping and natural resources labourers",3590,Northeast,1.5
2020,09,Occupations in manufacturing and utilities,3590,Northeast,9.7
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3590,Northeast,2.9
2020,94,Processing and manufacturing machine operators and related production workers,3590,Northeast,3.9
2020,95,Assemblers in manufacturing,3590,Northeast,
2020,96,"Labourers in processing, manufacturing and utilities",3590,Northeast,2.1
2020,,"Total employed, all occupations",3595,Northwest,94.9
2020,00,Management occupations,3595,Northwest,7.0
2020,00,Senior management occupations,3595,Northwest,
2020,06,Middle management occupations in retail and wholesale trade and customer services,3595,Northwest,2.2
2020,01,"Business, finance and administration occupations",3595,Northwest,14.1
2020,11,Professional occupations in business and finance,3595,Northwest,2.6
2020,12,Administrative and financial supervisors and administrative occupations,3595,Northwest,4.7
2020,13,"Finance, insurance and related business administrative occupations",3595,Northwest,2.0
2020,14,Office support occupations,3595,Northwest,3.3
2020,15,"Distribution, tracking and scheduling co-ordination occupations",3595,Northwest,1.5
2020,02,Natural and applied sciences and related occupations,3595,Northwest,5.1
2020,21,Professional occupations in natural and applied sciences,3595,Northwest,2.2
2020,22,Technical occupations related to natural and applied sciences,3595,Northwest,2.9
2020,03,Health occupations,3595,Northwest,11.7
2020,30,Professional occupations in nursing,3595,Northwest,3.7
2020,31,Professional occupations in health (except nursing),3595,Northwest,2.1
2020,32,Technical occupations in health,3595,Northwest,3.1
2020,34,Assisting occupations in support of health services,3595,Northwest,2.8
2020,04,"Occupations in education, law and social, community and government services",3595,Northwest,14.1
2020,40,Professional occupations in education services,3595,Northwest,4.6
2020,41,"Professional occupations in law and social, community and government services",3595,Northwest,3.3
2020,42,"Paraprofessional occupations in legal, social, community and education services",3595,Northwest,3.4
2020,43,Occupations in front-line public protection services,3595,Northwest,
2020,44,"Care providers and educational, legal and public protection support occupations",3595,Northwest,1.6
2020,05,"Occupations in art, culture, recreation and sport",3595,Northwest,
2020,51,Professional occupations in art and culture,3595,Northwest,
2020,52,"Technical occupations in art, culture, recreation and sport",3595,Northwest,
2020,06,Sales and service occupations,3595,Northwest,19.6
2020,62,Retail sales supervisors and specialized sales occupations,3595,Northwest,2.0
2020,63,Service supervisors and specialized service occupations,3595,Northwest,2.8
2020,64,Sales representatives and salespersons - wholesale and retail trade,3595,Northwest,3.0
2020,65,Service representatives and other customer and personal services occupations,3595,Northwest,3.6
2020,66,Sales support occupations,3595,Northwest,2.5
2020,67,"Service support and other service occupations, n.e.c.",3595,Northwest,5.6
2020,07,"Trades, transport and equipment operators and related occupations",3595,Northwest,16.6
2020,72,"Industrial, electrical and construction trades",3595,Northwest,4.7
2020,73,Maintenance and equipment operation trades,3595,Northwest,5.2
2020,74,"Other installers, repairers and servicers and material handlers",3595,Northwest,
2020,75,Transport and heavy equipment operation and related maintenance occupations,3595,Northwest,4.2
2020,76,"Trades helpers, construction labourers and related occupations",3595,Northwest,
2020,08,"Natural resources, agriculture and related production occupations",3595,Northwest,3.0
2020,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3595,Northwest,
2020,84,"Workers in natural resources, agriculture and related production",3595,Northwest,
2020,86,"Harvesting, landscaping and natural resources labourers",3595,Northwest,
2020,09,Occupations in manufacturing and utilities,3595,Northwest,2.5
2020,92,"Processing, manufacturing and utilities supervisors and central control operators",3595,Northwest,
2020,94,Processing and manufacturing machine operators and related production workers,3595,Northwest,
2020,95,Assemblers in manufacturing,3595,Northwest,
2020,96,"Labourers in processing, manufacturing and utilities",3595,Northwest,
2021,,"Total employed, all occupations",3510,Ottawa,735.8
2021,00,Management occupations,3510,Ottawa,81.3
2021,00,Senior management occupations,3510,Ottawa,3.0
2021,06,Middle management occupations in retail and wholesale trade and customer services,3510,Ottawa,17.5
2021,01,"Business, finance and administration occupations",3510,Ottawa,136.2
2021,11,Professional occupations in business and finance,3510,Ottawa,50.3
2021,12,Administrative and financial supervisors and administrative occupations,3510,Ottawa,45.7
2021,13,"Finance, insurance and related business administrative occupations",3510,Ottawa,7.4
2021,14,Office support occupations,3510,Ottawa,24.0
2021,15,"Distribution, tracking and scheduling co-ordination occupations",3510,Ottawa,8.6
2021,02,Natural and applied sciences and related occupations,3510,Ottawa,98.6
2021,21,Professional occupations in natural and applied sciences,3510,Ottawa,76.4
2021,22,Technical occupations related to natural and applied sciences,3510,Ottawa,22.2
2021,03,Health occupations,3510,Ottawa,55.1
2021,30,Professional occupations in nursing,3510,Ottawa,13.3
2021,31,Professional occupations in health (except nursing),3510,Ottawa,15.8
2021,32,Technical occupations in health,3510,Ottawa,12.9
2021,34,Assisting occupations in support of health services,3510,Ottawa,13.1
2021,04,"Occupations in education, law and social, community and government services",3510,Ottawa,107.6
2021,40,Professional occupations in education services,3510,Ottawa,32.0
2021,41,"Professional occupations in law and social, community and government services",3510,Ottawa,50.9
2021,42,"Paraprofessional occupations in legal, social, community and education services",3510,Ottawa,17.2
2021,43,Occupations in front-line public protection services,3510,Ottawa,2.0
2021,44,"Care providers and educational, legal and public protection support occupations",3510,Ottawa,5.5
2021,05,"Occupations in art, culture, recreation and sport",3510,Ottawa,19.2
2021,51,Professional occupations in art and culture,3510,Ottawa,6.8
2021,52,"Technical occupations in art, culture, recreation and sport",3510,Ottawa,12.4
2021,06,Sales and service occupations,3510,Ottawa,139.4
2021,62,Retail sales supervisors and specialized sales occupations,3510,Ottawa,22.4
2021,63,Service supervisors and specialized service occupations,3510,Ottawa,17.7
2021,64,Sales representatives and salespersons - wholesale and retail trade,3510,Ottawa,21.5
2021,65,Service representatives and other customer and personal services occupations,3510,Ottawa,24.1
2021,66,Sales support occupations,3510,Ottawa,20.2
2021,67,"Service support and other service occupations, n.e.c.",3510,Ottawa,33.4
2021,07,"Trades, transport and equipment operators and related occupations",3510,Ottawa,73.7
2021,72,"Industrial, electrical and construction trades",3510,Ottawa,23.9
2021,73,Maintenance and equipment operation trades,3510,Ottawa,17.4
2021,74,"Other installers, repairers and servicers and material handlers",3510,Ottawa,8.0
2021,75,Transport and heavy equipment operation and related maintenance occupations,3510,Ottawa,20.7
2021,76,"Trades helpers, construction labourers and related occupations",3510,Ottawa,3.7
2021,08,"Natural resources, agriculture and related production occupations",3510,Ottawa,9.8
2021,82,"Supervisors and technical occupations in natural resources, agriculture and related production",3510,Ottawa,1.6
2021,84,"Workers in natural resources, agriculture and related production",3510,Ottawa,4.3
2021,86,"Harvesting, landscaping and natural resources labourers",3510,Ottawa,4.0
2021,09,Occupations in manufacturing and utilities,3510,Ottawa,15.1
2021,92,"Processing, manufacturing and utilities supervisors and central control operators",3510,Ottawa,4.7
2021,94,Processing and manufacturing machine operators and related production workers,3510,Ottawa,4.7
2021,95,Assemblers in manufacturing,3510,Ottawa,4.4
2021,96,"Labourers in processing, manufacturing and utilities",3510,Ottawa,
2021,,"Total employed, all occupations",3515,Kingston-Pembroke,216.4
2021,00,Management occupations,3515,Kingston-Pembroke,19.2
2021,00,Senior management occupations,3515,Kingston-Pembroke,
2021,06,Middle management occupations in retail and wholesale trade and customer services,3515,Kingston-Pembroke,6.1
2021,01,"Business, finance and administration occupations",3515,Kingston-Pembroke,30.0
2021,11,Professional occupations in business and finance,3515,Kingston-Pembroke,5.7
2021,12,Administrative and financial supervisors and administrative occupations,3515,Kingston-Pembroke,11.9
2021,13,"Finance, insurance and related business administrative occupations",3515,Kingston-Pembroke,3.7
2021,14,Office support occupations,3515,Kingston-Pembroke,4.8
2021,15,"Distribution, tracking and scheduling co-ordination occupations",3515,Kingston-Pembroke,3.9
2021,02,Natural and applied sciences and related occupations,3515,Kingston-Pembroke,14.9
2021,21,Professional occupations in natural and applied sciences,3515,Kingston-Pembroke,6.6
2021,22,Technical occupations related to natural and applied sciences,3515,Kingston-Pembroke,8.2
2021,03,Health occupations,3515,Kingston-Pembroke,22.6
