NOC Major Group,NOC Minor Group,NOC Title,Economic region code,Economic region name,Minimum wage,Median wage,Maximum wage
12,1228,"Employment insurance, immigration, border services and revenue officers",3590,Northeast,23.0,27.5,35.0
12,1228,"Employment insurance, immigration, border services and revenue officers",3595,Northwest,24.0,29.5,42.26
12,1241,Administrative assistants,3510,Ottawa,18.11,27.47,40.0
12,1241,Administrative assistants,3515,Kingston--Pembroke,18.0,25.0,33.67
12,1241,Administrative assistants,3520,Muskoka--Kawarthas,17.0,24.5,33.65
12,1241,Administrative assistants,3530,Toronto,16.0,24.5,35.71
12,1241,Administrative assistants,3540,Kitchener--Waterloo--Barrie,17.0,23.84,35.9
12,1241,Administrative assistants,3550,Hamilton--Niagara Peninsula,17.0,24.23,34.02
12,1241,Administrative assistants,3560,London,15.0,21.16,33.61
12,1241,Administrative assistants,3570,Windsor--Sarnia,15.5,24.0,32.69
12,1241,Administrative assistants,3580,Stratford--Bruce Peninsula,14.5,23.1,31.68
12,1241,Administrative assistants,3590,Northeast,16.0,24.0,33.0
12,1241,Administrative assistants,3595,Northwest,15.0,24.0,29.74
12,1242,Legal administrative assistants,3510,Ottawa,16.0,23.08,35.79
12,1242,Legal administrative assistants,3515,Kingston--Pembroke,15.38,23.0,24.81
12,1242,Legal administrative assistants,3520,Muskoka--Kawarthas,16.0,23.08,35.79
12,1242,Legal administrative assistants,3530,Toronto,15.31,21.98,36.26
12,1242,Legal administrative assistants,3540,Kitchener--Waterloo--Barrie,17.0,22.53,37.36
12,1242,Legal administrative assistants,3550,Hamilton--Niagara Peninsula,16.67,25.6,46.0
12,1242,Legal administrative assistants,3560,London,16.0,23.08,35.79
12,1242,Legal administrative assistants,3570,Windsor--Sarnia,18.0,22.53,28.7
12,1242,Legal administrative assistants,3580,Stratford--Bruce Peninsula,16.0,23.08,35.79
12,1242,Legal administrative assistants,3590,Northeast,18.0,23.89,29.81
12,1242,Legal administrative assistants,3595,Northwest,16.0,25.0,32.0
12,1243,Medical administrative assistants,3510,Ottawa,16.0,23.08,36.54
12,1243,Medical administrative assistants,3515,Kingston--Pembroke,19.0,26.0,27.0
12,1243,Medical administrative assistants,3520,Muskoka--Kawarthas,15.0,21.0,32.0
12,1243,Medical administrative assistants,3530,Toronto,15.0,19.0,32.67
12,1243,Medical administrative assistants,3540,Kitchener--Waterloo--Barrie,15.0,20.75,30.0
12,1243,Medical administrative assistants,3550,Hamilton--Niagara Peninsula,16.0,25.05,28.89
12,1243,Medical administrative assistants,3560,London,16.0,24.0,28.0
12,1243,Medical administrative assistants,3570,Windsor--Sarnia,17.0,21.0,26.71
12,1243,Medical administrative assistants,3580,Stratford--Bruce Peninsula,14.42,23.0,26.0
12,1243,Medical administrative assistants,3590,Northeast,16.0,24.0,28.0
12,1243,Medical administrative assistants,3595,Northwest,17.23,25.0,29.89
12,1251,"Court reporters, medical transcriptionists and related occupations",3510,Ottawa,,,
12,1251,"Court reporters, medical transcriptionists and related occupations",3515,Kingston--Pembroke,,,
12,1251,"Court reporters, medical transcriptionists and related occupations",3520,Muskoka--Kawarthas,,,
12,1251,"Court reporters, medical transcriptionists and related occupations",3530,Toronto,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3540,Kitchener--Waterloo--Barrie,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3550,Hamilton--Niagara Peninsula,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3560,London,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3570,Windsor--Sarnia,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3580,Stratford--Bruce Peninsula,,,
12,1251,"Court reporters, medical transcriptionists and related occupations",3590,Northeast,14.35,20.0,35.71
12,1251,"Court reporters, medical transcriptionists and related occupations",3595,Northwest,,,
12,1252,Health information management occupations,3510,Ottawa,24.0,26.87,33.0
12,1252,Health information management occupations,3515,Kingston--Pembroke,24.0,26.87,33.0
12,1252,Health information management occupations,3520,Muskoka--Kawarthas,,,
12,1252,Health information management occupations,3530,Toronto,24.0,26.87,33.0
12,1252,Health information management occupations,3540,Kitchener--Waterloo--Barrie,24.0,26.87,33.0
12,1252,Health information management occupations,3550,Hamilton--Niagara Peninsula,26.0,28.0,33.0
12,1252,Health information management occupations,3560,London,24.0,26.87,33.0
12,1252,Health information management occupations,3570,Windsor--Sarnia,,,
12,1252,Health information management occupations,3580,Stratford--Bruce Peninsula,24.0,26.87,33.0
12,1252,Health information management occupations,3590,Northeast,24.0,26.87,33.0
12,1252,Health information management occupations,3595,Northwest,,,
12,1253,Records management technicians,3510,Ottawa,,,
12,1253,Records management technicians,3515,Kingston--Pembroke,,,
12,1253,Records management technicians,3520,Muskoka--Kawarthas,,,
12,1253,Records management technicians,3530,Toronto,20.51,30.0,45.67
12,1253,Records management technicians,3540,Kitchener--Waterloo--Barrie,20.51,30.0,45.67
12,1253,Records management technicians,3550,Hamilton--Niagara Peninsula,,,
12,1253,Records management technicians,3560,London,,,
12,1253,Records management technicians,3570,Windsor--Sarnia,,,
12,1253,Records management technicians,3580,Stratford--Bruce Peninsula,,,
12,1253,Records management technicians,3590,Northeast,,,
12,1253,Records management technicians,3595,Northwest,,,
12,1254,Statistical officers and related research support occupations,3510,Ottawa,25.39,32.18,44.48
12,1254,Statistical officers and related research support occupations,3515,Kingston--Pembroke,,,
12,1254,Statistical officers and related research support occupations,3520,Muskoka--Kawarthas,,,
12,1254,Statistical officers and related research support occupations,3530,Toronto,19.28,28.04,46.11
12,1254,Statistical officers and related research support occupations,3540,Kitchener--Waterloo--Barrie,,,
12,1254,Statistical officers and related research support occupations,3550,Hamilton--Niagara Peninsula,,,
12,1254,Statistical officers and related research support occupations,3560,London,,,
12,1254,Statistical officers and related research support occupations,3570,Windsor--Sarnia,,,
12,1254,Statistical officers and related research support occupations,3580,Stratford--Bruce Peninsula,,,
12,1254,Statistical officers and related research support occupations,3590,Northeast,,,
12,1254,Statistical officers and related research support occupations,3595,Northwest,,,
13,1311,Accounting technicians and bookkeepers,3510,Ottawa,17.5,26.67,46.15
13,1311,Accounting technicians and bookkeepers,3515,Kingston--Pembroke,14.35,24.04,46.15
13,1311,Accounting technicians and bookkeepers,3520,Muskoka--Kawarthas,,,
13,1311,Accounting technicians and bookkeepers,3530,Toronto,15.38,24.04,41.0
13,1311,Accounting technicians and bookkeepers,3540,Kitchener--Waterloo--Barrie,17.44,25.0,40.87
13,1311,Accounting technicians and bookkeepers,3550,Hamilton--Niagara Peninsula,17.0,25.0,38.94
13,1311,Accounting technicians and bookkeepers,3560,London,18.0,24.15,40.38
13,1311,Accounting technicians and bookkeepers,3570,Windsor--Sarnia,15.0,24.0,41.76
13,1311,Accounting technicians and bookkeepers,3580,Stratford--Bruce Peninsula,20.5,26.0,38.46
13,1311,Accounting technicians and bookkeepers,3590,Northeast,18.0,23.81,38.46
13,1311,Accounting technicians and bookkeepers,3595,Northwest,17.31,24.0,38.46
13,1312,Insurance adjusters and claims examiners,3510,Ottawa,22.56,34.62,43.27
13,1312,Insurance adjusters and claims examiners,3515,Kingston--Pembroke,,,
13,1312,Insurance adjusters and claims examiners,3520,Muskoka--Kawarthas,20.0,30.77,46.67
13,1312,Insurance adjusters and claims examiners,3530,Toronto,19.62,30.77,46.67
13,1312,Insurance adjusters and claims examiners,3540,Kitchener--Waterloo--Barrie,20.0,30.77,46.67
13,1312,Insurance adjusters and claims examiners,3550,Hamilton--Niagara Peninsula,20.0,30.77,46.67
13,1312,Insurance adjusters and claims examiners,3560,London,20.67,30.77,56.41
13,1312,Insurance adjusters and claims examiners,3570,Windsor--Sarnia,20.0,28.0,38.0
13,1312,Insurance adjusters and claims examiners,3580,Stratford--Bruce Peninsula,20.0,30.77,46.67
13,1312,Insurance adjusters and claims examiners,3590,Northeast,21.03,31.79,45.64
13,1312,Insurance adjusters and claims examiners,3595,Northwest,20.0,30.77,46.67
13,1313,Insurance underwriters,3510,Ottawa,20.51,31.79,48.72
13,1313,Insurance underwriters,3515,Kingston--Pembroke,,,
13,1313,Insurance underwriters,3520,Muskoka--Kawarthas,20.51,31.79,48.72
13,1313,Insurance underwriters,3530,Toronto,21.54,32.0,48.08
13,1313,Insurance underwriters,3540,Kitchener--Waterloo--Barrie,20.51,33.33,48.72
13,1313,Insurance underwriters,3550,Hamilton--Niagara Peninsula,20.51,31.79,48.72
13,1313,Insurance underwriters,3560,London,26.67,29.74,34.07
13,1313,Insurance underwriters,3570,Windsor--Sarnia,,,
13,1313,Insurance underwriters,3580,Stratford--Bruce Peninsula,,,
13,1313,Insurance underwriters,3590,Northeast,20.51,31.79,48.72
13,1313,Insurance underwriters,3595,Northwest,,,
13,1314,"Assessors, valuators and appraisers",3510,Ottawa,25.0,38.46,47.68
13,1314,"Assessors, valuators and appraisers",3515,Kingston--Pembroke,,,
13,1314,"Assessors, valuators and appraisers",3520,Muskoka--Kawarthas,,,
13,1314,"Assessors, valuators and appraisers",3530,Toronto,20.0,39.42,47.18
13,1314,"Assessors, valuators and appraisers",3540,Kitchener--Waterloo--Barrie,25.0,38.46,47.68
13,1314,"Assessors, valuators and appraisers",3550,Hamilton--Niagara Peninsula,25.0,38.46,47.68
13,1314,"Assessors, valuators and appraisers",3560,London,25.0,38.46,47.68
13,1314,"Assessors, valuators and appraisers",3570,Windsor--Sarnia,,,
13,1314,"Assessors, valuators and appraisers",3580,Stratford--Bruce Peninsula,,,
13,1314,"Assessors, valuators and appraisers",3590,Northeast,,,
13,1314,"Assessors, valuators and appraisers",3595,Northwest,,,
13,1315,"Customs, ship and other brokers",3510,Ottawa,,,
13,1315,"Customs, ship and other brokers",3515,Kingston--Pembroke,,,
13,1315,"Customs, ship and other brokers",3520,Muskoka--Kawarthas,,,
13,1315,"Customs, ship and other brokers",3530,Toronto,15.63,25.21,41.63
13,1315,"Customs, ship and other brokers",3540,Kitchener--Waterloo--Barrie,,,
13,1315,"Customs, ship and other brokers",3550,Hamilton--Niagara Peninsula,,,
13,1315,"Customs, ship and other brokers",3560,London,,,
13,1315,"Customs, ship and other brokers",3570,Windsor--Sarnia,,,
13,1315,"Customs, ship and other brokers",3580,Stratford--Bruce Peninsula,,,
13,1315,"Customs, ship and other brokers",3590,Northeast,,,
13,1315,"Customs, ship and other brokers",3595,Northwest,,,
14,1411,General office support workers,3510,Ottawa,15.0,24.43,34.62
14,1411,General office support workers,3515,Kingston--Pembroke,14.35,17.69,31.5
14,1411,General office support workers,3520,Muskoka--Kawarthas,14.5,21.43,31.0
14,1411,General office support workers,3530,Toronto,14.75,21.0,31.73
14,1411,General office support workers,3540,Kitchener--Waterloo--Barrie,15.0,20.0,31.25
14,1411,General office support workers,3550,Hamilton--Niagara Peninsula,14.5,21.0,29.55
14,1411,General office support workers,3560,London,14.35,20.19,30.47
14,1411,General office support workers,3570,Windsor--Sarnia,15.0,21.63,30.0
14,1411,General office support workers,3580,Stratford--Bruce Peninsula,14.35,20.19,35.0
14,1411,General office support workers,3590,Northeast,15.0,23.0,30.0
14,1411,General office support workers,3595,Northwest,15.0,22.06,27.76
14,1414,Receptionists,3510,Ottawa,14.35,17.0,27.5
14,1414,Receptionists,3515,Kingston--Pembroke,15.0,19.3,26.25
14,1414,Receptionists,3520,Muskoka--Kawarthas,14.35,17.95,25.24
14,1414,Receptionists,3530,Toronto,14.35,17.5,25.0
14,1414,Receptionists,3540,Kitchener--Waterloo--Barrie,14.35,18.0,24.0
14,1414,Receptionists,3550,Hamilton--Niagara Peninsula,15.0,18.0,25.96
14,1414,Receptionists,3560,London,14.35,19.5,26.0
14,1414,Receptionists,3570,Windsor--Sarnia,14.35,17.5,24.75
14,1414,Receptionists,3580,Stratford--Bruce Peninsula,15.0,18.75,23.0
14,1414,Receptionists,3590,Northeast,14.35,18.0,24.36
14,1414,Receptionists,3595,Northwest,15.0,18.7,25.01
14,1415,Personnel clerks,3510,Ottawa,17.5,21.98,27.0
14,1415,Personnel clerks,3515,Kingston--Pembroke,17.5,21.98,27.0
14,1415,Personnel clerks,3520,Muskoka--Kawarthas,,,
14,1415,Personnel clerks,3530,Toronto,17.5,21.98,27.0
14,1415,Personnel clerks,3540,Kitchener--Waterloo--Barrie,17.5,21.98,27.0
14,1415,Personnel clerks,3550,Hamilton--Niagara Peninsula,17.5,21.98,27.0
14,1415,Personnel clerks,3560,London,,,
14,1415,Personnel clerks,3570,Windsor--Sarnia,17.5,21.98,27.0
14,1415,Personnel clerks,3580,Stratford--Bruce Peninsula,17.5,21.98,27.0
14,1415,Personnel clerks,3590,Northeast,17.5,21.98,27.0
14,1415,Personnel clerks,3595,Northwest,17.5,21.98,27.0
14,1416,Court clerks,3510,Ottawa,23.1,27.0,42.0
14,1416,Court clerks,3515,Kingston--Pembroke,,,
14,1416,Court clerks,3520,Muskoka--Kawarthas,,,
14,1416,Court clerks,3530,Toronto,23.1,27.0,42.0
14,1416,Court clerks,3540,Kitchener--Waterloo--Barrie,,,
14,1416,Court clerks,3550,Hamilton--Niagara Peninsula,,,
14,1416,Court clerks,3560,London,,,
14,1416,Court clerks,3570,Windsor--Sarnia,,,
14,1416,Court clerks,3580,Stratford--Bruce Peninsula,,,
14,1416,Court clerks,3590,Northeast,,,
14,1416,Court clerks,3595,Northwest,,,
14,1422,Data entry clerks,3510,Ottawa,15.42,19.75,30.67
14,1422,Data entry clerks,3515,Kingston--Pembroke,17.0,20.0,24.2
14,1422,Data entry clerks,3520,Muskoka--Kawarthas,14.5,20.0,31.25
14,1422,Data entry clerks,3530,Toronto,14.42,17.0,28.0
14,1422,Data entry clerks,3540,Kitchener--Waterloo--Barrie,14.5,20.8,29.33
14,1422,Data entry clerks,3550,Hamilton--Niagara Peninsula,16.0,19.45,35.29
14,1422,Data entry clerks,3560,London,17.0,18.75,28.85
14,1422,Data entry clerks,3570,Windsor--Sarnia,,,
14,1422,Data entry clerks,3580,Stratford--Bruce Peninsula,14.5,20.0,31.25
14,1422,Data entry clerks,3590,Northeast,14.5,20.0,31.25
14,1422,Data entry clerks,3595,Northwest,14.5,20.0,31.25
14,1423,Desktop publishing operators and related occupations,3510,Ottawa,,,
14,1423,Desktop publishing operators and related occupations,3515,Kingston--Pembroke,,,
14,1423,Desktop publishing operators and related occupations,3520,Muskoka--Kawarthas,,,
14,1423,Desktop publishing operators and related occupations,3530,Toronto,15.0,20.4,35.47
14,1423,Desktop publishing operators and related occupations,3540,Kitchener--Waterloo--Barrie,,,
14,1423,Desktop publishing operators and related occupations,3550,Hamilton--Niagara Peninsula,,,
14,1423,Desktop publishing operators and related occupations,3560,London,,,
14,1423,Desktop publishing operators and related occupations,3570,Windsor--Sarnia,,,
14,1423,Desktop publishing operators and related occupations,3580,Stratford--Bruce Peninsula,,,
14,1423,Desktop publishing operators and related occupations,3590,Northeast,,,
14,1423,Desktop publishing operators and related occupations,3595,Northwest,,,
14,1431,Accounting and related clerks,3510,Ottawa,19.23,26.04,38.46
14,1431,Accounting and related clerks,3515,Kingston--Pembroke,16.74,23.08,31.69
14,1431,Accounting and related clerks,3520,Muskoka--Kawarthas,14.35,22.5,30.0
14,1431,Accounting and related clerks,3530,Toronto,15.75,22.0,37.0
14,1431,Accounting and related clerks,3540,Kitchener--Waterloo--Barrie,16.0,22.5,35.0
14,1431,Accounting and related clerks,3550,Hamilton--Niagara Peninsula,15.5,22.0,34.62
14,1431,Accounting and related clerks,3560,London,15.0,20.5,28.72
14,1431,Accounting and related clerks,3570,Windsor--Sarnia,17.31,23.08,31.8
14,1431,Accounting and related clerks,3580,Stratford--Bruce Peninsula,17.95,20.19,30.0
14,1431,Accounting and related clerks,3590,Northeast,17.33,23.59,34.62
14,1431,Accounting and related clerks,3595,Northwest,16.0,22.0,31.25
14,1432,Payroll clerks,3510,Ottawa,14.38,27.18,35.9
14,1432,Payroll clerks,3515,Kingston--Pembroke,16.5,26.44,38.0
14,1432,Payroll clerks,3520,Muskoka--Kawarthas,16.5,26.44,38.0
14,1432,Payroll clerks,3530,Toronto,15.0,26.44,43.0
14,1432,Payroll clerks,3540,Kitchener--Waterloo--Barrie,16.5,26.44,38.0
14,1432,Payroll clerks,3550,Hamilton--Niagara Peninsula,16.56,28.85,35.07
14,1432,Payroll clerks,3560,London,20.19,23.08,42.5
14,1432,Payroll clerks,3570,Windsor--Sarnia,20.0,22.89,38.0
14,1432,Payroll clerks,3580,Stratford--Bruce Peninsula,16.5,26.44,38.0
14,1432,Payroll clerks,3590,Northeast,20.0,25.05,31.32
14,1432,Payroll clerks,3595,Northwest,20.0,26.75,37.0
14,1434,"Banking, insurance and other financial clerks",3510,Ottawa,16.0,20.51,31.73
14,1434,"Banking, insurance and other financial clerks",3515,Kingston--Pembroke,15.31,22.0,25.0
14,1434,"Banking, insurance and other financial clerks",3520,Muskoka--Kawarthas,16.0,20.51,31.73
14,1434,"Banking, insurance and other financial clerks",3530,Toronto,16.83,20.51,35.0
14,1434,"Banking, insurance and other financial clerks",3540,Kitchener--Waterloo--Barrie,18.0,20.51,33.65
14,1434,"Banking, insurance and other financial clerks",3550,Hamilton--Niagara Peninsula,18.0,23.75,26.79
14,1434,"Banking, insurance and other financial clerks",3560,London,16.2,20.19,22.56
14,1434,"Banking, insurance and other financial clerks",3570,Windsor--Sarnia,16.0,20.51,31.73
14,1434,"Banking, insurance and other financial clerks",3580,Stratford--Bruce Peninsula,,,
14,1434,"Banking, insurance and other financial clerks",3590,Northeast,16.0,20.51,31.73
14,1434,"Banking, insurance and other financial clerks",3595,Northwest,,,
14,1435,Collectors,3510,Ottawa,15.0,25.0,36.06
14,1435,Collectors,3515,Kingston--Pembroke,,,
14,1435,Collectors,3520,Muskoka--Kawarthas,,,
14,1435,Collectors,3530,Toronto,15.0,25.0,36.06
14,1435,Collectors,3540,Kitchener--Waterloo--Barrie,14.35,21.5,43.27
14,1435,Collectors,3550,Hamilton--Niagara Peninsula,15.0,25.0,36.06
14,1435,Collectors,3560,London,15.0,25.0,36.06
14,1435,Collectors,3570,Windsor--Sarnia,,,
14,1435,Collectors,3580,Stratford--Bruce Peninsula,,,
14,1435,Collectors,3590,Northeast,15.0,25.0,36.06
14,1435,Collectors,3595,Northwest,,,
14,1451,Library assistants and clerks,3510,Ottawa,14.35,18.27,29.5
14,1451,Library assistants and clerks,3515,Kingston--Pembroke,,,
14,1451,Library assistants and clerks,3520,Muskoka--Kawarthas,,,
14,1451,Library assistants and clerks,3530,Toronto,14.35,18.27,29.5
14,1451,Library assistants and clerks,3540,Kitchener--Waterloo--Barrie,14.35,18.27,29.5
14,1451,Library assistants and clerks,3550,Hamilton--Niagara Peninsula,,,
14,1451,Library assistants and clerks,3560,London,14.35,18.27,29.5
14,1451,Library assistants and clerks,3570,Windsor--Sarnia,14.35,18.27,29.5
14,1451,Library assistants and clerks,3580,Stratford--Bruce Peninsula,,,
14,1451,Library assistants and clerks,3590,Northeast,,,
14,1451,Library assistants and clerks,3595,Northwest,,,
14,1452,"Correspondence, publication and regulatory clerks",3510,Ottawa,,,
14,1452,"Correspondence, publication and regulatory clerks",3515,Kingston--Pembroke,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3520,Muskoka--Kawarthas,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3530,Toronto,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3540,Kitchener--Waterloo--Barrie,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3550,Hamilton--Niagara Peninsula,14.5,23.81,34.87
14,1452,"Correspondence, publication and regulatory clerks",3560,London,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3570,Windsor--Sarnia,,,
14,1452,"Correspondence, publication and regulatory clerks",3580,Stratford--Bruce Peninsula,16.21,27.69,41.03
14,1452,"Correspondence, publication and regulatory clerks",3590,Northeast,20.0,25.0,40.0
14,1452,"Correspondence, publication and regulatory clerks",3595,Northwest,,,
14,1454,Survey interviewers and statistical clerks,3510,Ottawa,14.35,20.0,42.03
14,1454,Survey interviewers and statistical clerks,3515,Kingston--Pembroke,,,
14,1454,Survey interviewers and statistical clerks,3520,Muskoka--Kawarthas,,,
14,1454,Survey interviewers and statistical clerks,3530,Toronto,14.35,20.0,42.03
14,1454,Survey interviewers and statistical clerks,3540,Kitchener--Waterloo--Barrie,14.35,20.0,42.03
14,1454,Survey interviewers and statistical clerks,3550,Hamilton--Niagara Peninsula,14.35,18.0,24.0
14,1454,Survey interviewers and statistical clerks,3560,London,14.35,20.0,42.03
14,1454,Survey interviewers and statistical clerks,3570,Windsor--Sarnia,,,
14,1454,Survey interviewers and statistical clerks,3580,Stratford--Bruce Peninsula,,,
14,1454,Survey interviewers and statistical clerks,3590,Northeast,17.21,19.0,32.0
14,1454,Survey interviewers and statistical clerks,3595,Northwest,,,
15,1511,"Mail, postal and related workers",3510,Ottawa,14.5,20.5,27.62
15,1511,"Mail, postal and related workers",3515,Kingston--Pembroke,,,
15,1511,"Mail, postal and related workers",3520,Muskoka--Kawarthas,14.5,20.5,27.62
15,1511,"Mail, postal and related workers",3530,Toronto,14.5,20.0,27.62
15,1511,"Mail, postal and related workers",3540,Kitchener--Waterloo--Barrie,15.95,21.0,26.6
15,1511,"Mail, postal and related workers",3550,Hamilton--Niagara Peninsula,14.9,21.15,26.3
15,1511,"Mail, postal and related workers",3560,London,14.5,20.5,27.62
15,1511,"Mail, postal and related workers",3570,Windsor--Sarnia,14.35,19.86,26.6
15,1511,"Mail, postal and related workers",3580,Stratford--Bruce Peninsula,,,
15,1511,"Mail, postal and related workers",3590,Northeast,14.35,21.0,27.6
15,1511,"Mail, postal and related workers",3595,Northwest,14.5,20.5,27.62
15,1512,Letter carriers,3510,Ottawa,24.91,26.98,31.97
15,1512,Letter carriers,3515,Kingston--Pembroke,20.0,26.0,27.4
15,1512,Letter carriers,3520,Muskoka--Kawarthas,,,
15,1512,Letter carriers,3530,Toronto,19.23,25.0,27.0
15,1512,Letter carriers,3540,Kitchener--Waterloo--Barrie,19.86,26.0,28.85
15,1512,Letter carriers,3550,Hamilton--Niagara Peninsula,21.87,26.0,28.0
15,1512,Letter carriers,3560,London,19.5,23.0,28.0
15,1512,Letter carriers,3570,Windsor--Sarnia,19.85,26.0,28.85
15,1512,Letter carriers,3580,Stratford--Bruce Peninsula,19.85,26.0,28.85
15,1512,Letter carriers,3590,Northeast,21.0,26.0,30.39
15,1512,Letter carriers,3595,Northwest,19.85,26.0,28.85
15,1513,"Couriers, messengers and door-to-door distributors",3510,Ottawa,,,
15,1513,"Couriers, messengers and door-to-door distributors",3515,Kingston--Pembroke,14.35,15.0,29.0
15,1513,"Couriers, messengers and door-to-door distributors",3520,Muskoka--Kawarthas,14.35,15.0,29.0
15,1513,"Couriers, messengers and door-to-door distributors",3530,Toronto,14.35,15.0,32.97
15,1513,"Couriers, messengers and door-to-door distributors",3540,Kitchener--Waterloo--Barrie,,,
15,1513,"Couriers, messengers and door-to-door distributors",3550,Hamilton--Niagara Peninsula,,,
15,1513,"Couriers, messengers and door-to-door distributors",3560,London,,,
15,1513,"Couriers, messengers and door-to-door distributors",3570,Windsor--Sarnia,14.35,15.0,29.0
15,1513,"Couriers, messengers and door-to-door distributors",3580,Stratford--Bruce Peninsula,,,
15,1513,"Couriers, messengers and door-to-door distributors",3590,Northeast,14.35,15.0,32.0
15,1513,"Couriers, messengers and door-to-door distributors",3595,Northwest,14.35,14.35,25.0
15,1521,Shippers and receivers,3510,Ottawa,14.35,17.0,25.0
15,1521,Shippers and receivers,3515,Kingston--Pembroke,15.0,18.5,26.0
15,1521,Shippers and receivers,3520,Muskoka--Kawarthas,14.35,17.0,20.21
15,1521,Shippers and receivers,3530,Toronto,15.0,18.2,25.0
15,1521,Shippers and receivers,3540,Kitchener--Waterloo--Barrie,15.73,19.0,26.4
15,1521,Shippers and receivers,3550,Hamilton--Niagara Peninsula,15.6,19.86,28.0
15,1521,Shippers and receivers,3560,London,15.5,19.25,25.23
15,1521,Shippers and receivers,3570,Windsor--Sarnia,14.42,17.5,31.31
15,1521,Shippers and receivers,3580,Stratford--Bruce Peninsula,15.0,18.5,26.0
15,1521,Shippers and receivers,3590,Northeast,15.0,18.0,29.65
15,1521,Shippers and receivers,3595,Northwest,14.71,21.49,30.37
15,1522,Storekeepers and partspersons,3510,Ottawa,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3515,Kingston--Pembroke,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3520,Muskoka--Kawarthas,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3530,Toronto,14.35,22.0,26.5
15,1522,Storekeepers and partspersons,3540,Kitchener--Waterloo--Barrie,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3550,Hamilton--Niagara Peninsula,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3560,London,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3570,Windsor--Sarnia,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3580,Stratford--Bruce Peninsula,15.0,22.0,31.0
15,1522,Storekeepers and partspersons,3590,Northeast,14.35,19.0,25.0
15,1522,Storekeepers and partspersons,3595,Northwest,17.25,23.0,30.0
15,1523,Production logistics co-ordinators,3510,Ottawa,16.83,28.85,49.04
15,1523,Production logistics co-ordinators,3515,Kingston--Pembroke,19.23,27.4,36.06
15,1523,Production logistics co-ordinators,3520,Muskoka--Kawarthas,,,
15,1523,Production logistics co-ordinators,3530,Toronto,19.0,26.44,36.06
15,1523,Production logistics co-ordinators,3540,Kitchener--Waterloo--Barrie,20.0,29.33,35.9
15,1523,Production logistics co-ordinators,3550,Hamilton--Niagara Peninsula,20.0,27.4,33.18
15,1523,Production logistics co-ordinators,3560,London,19.23,27.4,36.06
15,1523,Production logistics co-ordinators,3570,Windsor--Sarnia,,,
15,1523,Production logistics co-ordinators,3580,Stratford--Bruce Peninsula,19.23,27.4,36.06
15,1523,Production logistics co-ordinators,3590,Northeast,,,
15,1523,Production logistics co-ordinators,3595,Northwest,19.23,27.4,36.06
15,1524,Purchasing and inventory control workers,3510,Ottawa,20.0,22.0,24.04
15,1524,Purchasing and inventory control workers,3515,Kingston--Pembroke,16.0,20.0,26.95
15,1524,Purchasing and inventory control workers,3520,Muskoka--Kawarthas,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3530,Toronto,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3540,Kitchener--Waterloo--Barrie,17.0,25.0,35.18
15,1524,Purchasing and inventory control workers,3550,Hamilton--Niagara Peninsula,14.35,21.0,33.33
15,1524,Purchasing and inventory control workers,3560,London,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3570,Windsor--Sarnia,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3580,Stratford--Bruce Peninsula,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3590,Northeast,15.0,23.08,35.0
15,1524,Purchasing and inventory control workers,3595,Northwest,15.0,23.08,35.0
15,1525,Dispatchers,3510,Ottawa,16.15,23.0,40.5
15,1525,Dispatchers,3515,Kingston--Pembroke,16.15,23.0,40.5
15,1525,Dispatchers,3520,Muskoka--Kawarthas,16.15,23.0,40.5
15,1525,Dispatchers,3530,Toronto,16.5,21.02,33.0
15,1525,Dispatchers,3540,Kitchener--Waterloo--Barrie,15.0,26.0,43.52
15,1525,Dispatchers,3550,Hamilton--Niagara Peninsula,17.69,22.0,40.87
15,1525,Dispatchers,3560,London,16.15,23.0,40.5
15,1525,Dispatchers,3570,Windsor--Sarnia,16.0,21.0,37.5
15,1525,Dispatchers,3580,Stratford--Bruce Peninsula,16.15,23.0,40.5
15,1525,Dispatchers,3590,Northeast,14.88,23.72,37.9
