NOC Major Group,NOC Minor Group,NOC Title,Economic region code,Economic region name,Minimum wage,Median wage,Maximum wage
51,5122,Editors,3590,Northeast,,,
51,5122,Editors,3595,Northwest,,,
51,5123,Journalists,3510,Ottawa,18.0,38.46,52.88
51,5123,Journalists,3515,Kingston--Pembroke,,,
51,5123,Journalists,3520,Muskoka--Kawarthas,,,
51,5123,Journalists,3530,Toronto,18.0,38.46,52.88
51,5123,Journalists,3540,Kitchener--Waterloo--Barrie,18.0,38.46,52.88
51,5123,Journalists,3550,Hamilton--Niagara Peninsula,18.0,38.46,52.88
51,5123,Journalists,3560,London,18.0,38.46,52.88
51,5123,Journalists,3570,Windsor--Sarnia,,,
51,5123,Journalists,3580,Stratford--Bruce Peninsula,,,
51,5123,Journalists,3590,Northeast,,,
51,5123,Journalists,3595,Northwest,,,
51,5125,"Translators, terminologists and interpreters",3510,Ottawa,,,
51,5125,"Translators, terminologists and interpreters",3515,Kingston--Pembroke,,,
51,5125,"Translators, terminologists and interpreters",3520,Muskoka--Kawarthas,,,
51,5125,"Translators, terminologists and interpreters",3530,Toronto,20.0,29.81,34.07
51,5125,"Translators, terminologists and interpreters",3540,Kitchener--Waterloo--Barrie,20.0,29.81,48.08
51,5125,"Translators, terminologists and interpreters",3550,Hamilton--Niagara Peninsula,20.0,29.81,48.08
51,5125,"Translators, terminologists and interpreters",3560,London,,,
51,5125,"Translators, terminologists and interpreters",3570,Windsor--Sarnia,,,
51,5125,"Translators, terminologists and interpreters",3580,Stratford--Bruce Peninsula,,,
51,5125,"Translators, terminologists and interpreters",3590,Northeast,,,
51,5125,"Translators, terminologists and interpreters",3595,Northwest,,,
51,5131,"Producers, directors, choreographers and related occupations",3510,Ottawa,17.0,32.5,47.79
51,5131,"Producers, directors, choreographers and related occupations",3515,Kingston--Pembroke,,,
51,5131,"Producers, directors, choreographers and related occupations",3520,Muskoka--Kawarthas,17.0,32.5,47.79
51,5131,"Producers, directors, choreographers and related occupations",3530,Toronto,17.0,32.5,47.79
51,5131,"Producers, directors, choreographers and related occupations",3540,Kitchener--Waterloo--Barrie,,,
51,5131,"Producers, directors, choreographers and related occupations",3550,Hamilton--Niagara Peninsula,17.0,32.5,47.79
51,5131,"Producers, directors, choreographers and related occupations",3560,London,17.0,32.5,47.79
51,5131,"Producers, directors, choreographers and related occupations",3570,Windsor--Sarnia,,,
51,5131,"Producers, directors, choreographers and related occupations",3580,Stratford--Bruce Peninsula,,,
51,5131,"Producers, directors, choreographers and related occupations",3590,Northeast,,,
51,5131,"Producers, directors, choreographers and related occupations",3595,Northwest,,,
51,5132,"Conductors, composers and arrangers",3510,Ottawa,,,
51,5132,"Conductors, composers and arrangers",3515,Kingston--Pembroke,,,
51,5132,"Conductors, composers and arrangers",3520,Muskoka--Kawarthas,,,
51,5132,"Conductors, composers and arrangers",3530,Toronto,,,
51,5132,"Conductors, composers and arrangers",3540,Kitchener--Waterloo--Barrie,,,
51,5132,"Conductors, composers and arrangers",3550,Hamilton--Niagara Peninsula,,,
51,5132,"Conductors, composers and arrangers",3560,London,,,
51,5132,"Conductors, composers and arrangers",3570,Windsor--Sarnia,,,
51,5132,"Conductors, composers and arrangers",3580,Stratford--Bruce Peninsula,,,
51,5132,"Conductors, composers and arrangers",3590,Northeast,,,
51,5132,"Conductors, composers and arrangers",3595,Northwest,,,
51,5133,Musicians and singers,3510,Ottawa,,,
51,5133,Musicians and singers,3515,Kingston--Pembroke,,,
51,5133,Musicians and singers,3520,Muskoka--Kawarthas,,,
51,5133,Musicians and singers,3530,Toronto,15.0,20.0,35.0
51,5133,Musicians and singers,3540,Kitchener--Waterloo--Barrie,,,
51,5133,Musicians and singers,3550,Hamilton--Niagara Peninsula,,,
51,5133,Musicians and singers,3560,London,,,
51,5133,Musicians and singers,3570,Windsor--Sarnia,,,
51,5133,Musicians and singers,3580,Stratford--Bruce Peninsula,,,
51,5133,Musicians and singers,3590,Northeast,,,
51,5133,Musicians and singers,3595,Northwest,,,
51,5134,Dancers,3510,Ottawa,,,
51,5134,Dancers,3515,Kingston--Pembroke,,,
51,5134,Dancers,3520,Muskoka--Kawarthas,,,
51,5134,Dancers,3530,Toronto,15.0,25.0,44.0
51,5134,Dancers,3540,Kitchener--Waterloo--Barrie,,,
51,5134,Dancers,3550,Hamilton--Niagara Peninsula,,,
51,5134,Dancers,3560,London,,,
51,5134,Dancers,3570,Windsor--Sarnia,,,
51,5134,Dancers,3580,Stratford--Bruce Peninsula,,,
51,5134,Dancers,3590,Northeast,,,
51,5134,Dancers,3595,Northwest,,,
51,5135,Actors and comedians,3510,Ottawa,,,
51,5135,Actors and comedians,3515,Kingston--Pembroke,,,
51,5135,Actors and comedians,3520,Muskoka--Kawarthas,,,
51,5135,Actors and comedians,3530,Toronto,,,
51,5135,Actors and comedians,3540,Kitchener--Waterloo--Barrie,,,
51,5135,Actors and comedians,3550,Hamilton--Niagara Peninsula,,,
51,5135,Actors and comedians,3560,London,,,
51,5135,Actors and comedians,3570,Windsor--Sarnia,,,
51,5135,Actors and comedians,3580,Stratford--Bruce Peninsula,,,
51,5135,Actors and comedians,3590,Northeast,,,
51,5135,Actors and comedians,3595,Northwest,,,
51,5136,"Painters, sculptors and other visual artists",3510,Ottawa,15.0,22.0,41.92
51,5136,"Painters, sculptors and other visual artists",3515,Kingston--Pembroke,,,
51,5136,"Painters, sculptors and other visual artists",3520,Muskoka--Kawarthas,,,
51,5136,"Painters, sculptors and other visual artists",3530,Toronto,,,
51,5136,"Painters, sculptors and other visual artists",3540,Kitchener--Waterloo--Barrie,,,
51,5136,"Painters, sculptors and other visual artists",3550,Hamilton--Niagara Peninsula,,,
51,5136,"Painters, sculptors and other visual artists",3560,London,,,
51,5136,"Painters, sculptors and other visual artists",3570,Windsor--Sarnia,,,
51,5136,"Painters, sculptors and other visual artists",3580,Stratford--Bruce Peninsula,15.0,22.0,41.92
51,5136,"Painters, sculptors and other visual artists",3590,Northeast,,,
51,5136,"Painters, sculptors and other visual artists",3595,Northwest,,,
52,5211,Library and public archive technicians,3510,Ottawa,16.0,28.0,32.97
52,5211,Library and public archive technicians,3515,Kingston--Pembroke,,,
52,5211,Library and public archive technicians,3520,Muskoka--Kawarthas,,,
52,5211,Library and public archive technicians,3530,Toronto,16.0,28.0,32.97
52,5211,Library and public archive technicians,3540,Kitchener--Waterloo--Barrie,16.0,28.0,32.97
52,5211,Library and public archive technicians,3550,Hamilton--Niagara Peninsula,16.0,28.0,32.97
52,5211,Library and public archive technicians,3560,London,,,
52,5211,Library and public archive technicians,3570,Windsor--Sarnia,,,
52,5211,Library and public archive technicians,3580,Stratford--Bruce Peninsula,,,
52,5211,Library and public archive technicians,3590,Northeast,16.0,28.0,32.97
52,5211,Library and public archive technicians,3595,Northwest,16.0,28.0,32.97
52,5212,Technical occupations related to museums and art galleries,3510,Ottawa,15.4,21.05,29.09
52,5212,Technical occupations related to museums and art galleries,3515,Kingston--Pembroke,,,
52,5212,Technical occupations related to museums and art galleries,3520,Muskoka--Kawarthas,,,
52,5212,Technical occupations related to museums and art galleries,3530,Toronto,14.85,20.0,29.64
52,5212,Technical occupations related to museums and art galleries,3540,Kitchener--Waterloo--Barrie,14.5,18.67,27.0
52,5212,Technical occupations related to museums and art galleries,3550,Hamilton--Niagara Peninsula,,,
52,5212,Technical occupations related to museums and art galleries,3560,London,,,
52,5212,Technical occupations related to museums and art galleries,3570,Windsor--Sarnia,,,
52,5212,Technical occupations related to museums and art galleries,3580,Stratford--Bruce Peninsula,,,
52,5212,Technical occupations related to museums and art galleries,3590,Northeast,,,
52,5212,Technical occupations related to museums and art galleries,3595,Northwest,,,
52,5221,Photographers,3510,Ottawa,,,
52,5221,Photographers,3515,Kingston--Pembroke,14.35,16.0,40.0
52,5221,Photographers,3520,Muskoka--Kawarthas,14.35,16.0,40.0
52,5221,Photographers,3530,Toronto,14.35,16.0,40.0
52,5221,Photographers,3540,Kitchener--Waterloo--Barrie,14.35,16.0,40.0
52,5221,Photographers,3550,Hamilton--Niagara Peninsula,,,
52,5221,Photographers,3560,London,,,
52,5221,Photographers,3570,Windsor--Sarnia,,,
52,5221,Photographers,3580,Stratford--Bruce Peninsula,,,
52,5221,Photographers,3590,Northeast,,,
52,5221,Photographers,3595,Northwest,,,
52,5222,Film and video camera operators,3510,Ottawa,,,
52,5222,Film and video camera operators,3515,Kingston--Pembroke,,,
52,5222,Film and video camera operators,3520,Muskoka--Kawarthas,,,
52,5222,Film and video camera operators,3530,Toronto,15.0,33.48,55.0
52,5222,Film and video camera operators,3540,Kitchener--Waterloo--Barrie,,,
52,5222,Film and video camera operators,3550,Hamilton--Niagara Peninsula,,,
52,5222,Film and video camera operators,3560,London,,,
52,5222,Film and video camera operators,3570,Windsor--Sarnia,,,
52,5222,Film and video camera operators,3580,Stratford--Bruce Peninsula,,,
52,5222,Film and video camera operators,3590,Northeast,,,
52,5222,Film and video camera operators,3595,Northwest,,,
52,5223,Graphic arts technicians,3510,Ottawa,15.25,22.0,36.25
52,5223,Graphic arts technicians,3515,Kingston--Pembroke,,,
52,5223,Graphic arts technicians,3520,Muskoka--Kawarthas,,,
52,5223,Graphic arts technicians,3530,Toronto,15.0,23.5,38.8
52,5223,Graphic arts technicians,3540,Kitchener--Waterloo--Barrie,15.25,22.0,36.25
52,5223,Graphic arts technicians,3550,Hamilton--Niagara Peninsula,15.25,22.0,36.25
52,5223,Graphic arts technicians,3560,London,,,
52,5223,Graphic arts technicians,3570,Windsor--Sarnia,,,
52,5223,Graphic arts technicians,3580,Stratford--Bruce Peninsula,,,
52,5223,Graphic arts technicians,3590,Northeast,,,
52,5223,Graphic arts technicians,3595,Northwest,,,
52,5224,Broadcast technicians,3510,Ottawa,,,
52,5224,Broadcast technicians,3515,Kingston--Pembroke,,,
52,5224,Broadcast technicians,3520,Muskoka--Kawarthas,,,
52,5224,Broadcast technicians,3530,Toronto,16.25,27.15,40.75
52,5224,Broadcast technicians,3540,Kitchener--Waterloo--Barrie,,,
52,5224,Broadcast technicians,3550,Hamilton--Niagara Peninsula,,,
52,5224,Broadcast technicians,3560,London,,,
52,5224,Broadcast technicians,3570,Windsor--Sarnia,,,
52,5224,Broadcast technicians,3580,Stratford--Bruce Peninsula,,,
52,5224,Broadcast technicians,3590,Northeast,,,
52,5224,Broadcast technicians,3595,Northwest,,,
52,5225,Audio and video recording technicians,3510,Ottawa,,,
52,5225,Audio and video recording technicians,3515,Kingston--Pembroke,,,
52,5225,Audio and video recording technicians,3520,Muskoka--Kawarthas,,,
52,5225,Audio and video recording technicians,3530,Toronto,18.0,27.6,44.0
52,5225,Audio and video recording technicians,3540,Kitchener--Waterloo--Barrie,17.44,27.22,42.0
52,5225,Audio and video recording technicians,3550,Hamilton--Niagara Peninsula,16.3,26.5,45.0
52,5225,Audio and video recording technicians,3560,London,,,
52,5225,Audio and video recording technicians,3570,Windsor--Sarnia,,,
52,5225,Audio and video recording technicians,3580,Stratford--Bruce Peninsula,,,
52,5225,Audio and video recording technicians,3590,Northeast,,,
52,5225,Audio and video recording technicians,3595,Northwest,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3510,Ottawa,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3515,Kingston--Pembroke,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3520,Muskoka--Kawarthas,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3530,Toronto,16.55,27.7,40.16
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3540,Kitchener--Waterloo--Barrie,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3550,Hamilton--Niagara Peninsula,16.07,25.39,39.25
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3560,London,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3570,Windsor--Sarnia,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3580,Stratford--Bruce Peninsula,21.34,36.88,48.58
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3590,Northeast,,,
52,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3595,Northwest,,,
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3510,Ottawa,14.6,19.7,33.23
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3515,Kingston--Pembroke,,,
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3520,Muskoka--Kawarthas,,,
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3530,Toronto,14.71,20.45,35.0
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3540,Kitchener--Waterloo--Barrie,14.64,18.25,30.0
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3550,Hamilton--Niagara Peninsula,15.0,20.3,30.91
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3560,London,15.0,20.48,34.83
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3570,Windsor--Sarnia,14.65,17.75,24.0
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3580,Stratford--Bruce Peninsula,,,
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3590,Northeast,16.5,25.0,33.64
52,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",3595,Northwest,,,
52,5231,Announcers and other broadcasters,3510,Ottawa,,,
52,5231,Announcers and other broadcasters,3515,Kingston--Pembroke,,,
52,5231,Announcers and other broadcasters,3520,Muskoka--Kawarthas,,,
52,5231,Announcers and other broadcasters,3530,Toronto,16.83,28.85,37.02
52,5231,Announcers and other broadcasters,3540,Kitchener--Waterloo--Barrie,16.83,27.4,39.56
52,5231,Announcers and other broadcasters,3550,Hamilton--Niagara Peninsula,16.83,27.4,39.56
52,5231,Announcers and other broadcasters,3560,London,,,
52,5231,Announcers and other broadcasters,3570,Windsor--Sarnia,,,
52,5231,Announcers and other broadcasters,3580,Stratford--Bruce Peninsula,,,
52,5231,Announcers and other broadcasters,3590,Northeast,,,
52,5231,Announcers and other broadcasters,3595,Northwest,,,
52,5232,"Other performers, n.e.c.",3510,Ottawa,,,
52,5232,"Other performers, n.e.c.",3515,Kingston--Pembroke,,,
52,5232,"Other performers, n.e.c.",3520,Muskoka--Kawarthas,,,
52,5232,"Other performers, n.e.c.",3530,Toronto,,,
52,5232,"Other performers, n.e.c.",3540,Kitchener--Waterloo--Barrie,,,
52,5232,"Other performers, n.e.c.",3550,Hamilton--Niagara Peninsula,,,
52,5232,"Other performers, n.e.c.",3560,London,,,
52,5232,"Other performers, n.e.c.",3570,Windsor--Sarnia,,,
52,5232,"Other performers, n.e.c.",3580,Stratford--Bruce Peninsula,,,
52,5232,"Other performers, n.e.c.",3590,Northeast,,,
52,5232,"Other performers, n.e.c.",3595,Northwest,,,
52,5241,Graphic designers and illustrators,3510,Ottawa,18.0,26.85,43.85
52,5241,Graphic designers and illustrators,3515,Kingston--Pembroke,,,
52,5241,Graphic designers and illustrators,3520,Muskoka--Kawarthas,,,
52,5241,Graphic designers and illustrators,3530,Toronto,17.5,26.22,42.79
52,5241,Graphic designers and illustrators,3540,Kitchener--Waterloo--Barrie,15.0,24.04,32.34
52,5241,Graphic designers and illustrators,3550,Hamilton--Niagara Peninsula,20.0,28.72,43.59
52,5241,Graphic designers and illustrators,3560,London,18.75,30.0,48.08
52,5241,Graphic designers and illustrators,3570,Windsor--Sarnia,16.0,19.5,37.59
52,5241,Graphic designers and illustrators,3580,Stratford--Bruce Peninsula,,,
52,5241,Graphic designers and illustrators,3590,Northeast,,,
52,5241,Graphic designers and illustrators,3595,Northwest,17.5,26.08,42.79
52,5242,Interior designers and interior decorators,3510,Ottawa,15.0,26.41,49.74
52,5242,Interior designers and interior decorators,3515,Kingston--Pembroke,17.0,24.0,47.8
52,5242,Interior designers and interior decorators,3520,Muskoka--Kawarthas,,,
52,5242,Interior designers and interior decorators,3530,Toronto,17.0,20.45,64.1
52,5242,Interior designers and interior decorators,3540,Kitchener--Waterloo--Barrie,16.5,22.0,36.08
52,5242,Interior designers and interior decorators,3550,Hamilton--Niagara Peninsula,17.0,24.0,47.8
52,5242,Interior designers and interior decorators,3560,London,17.0,24.0,47.8
52,5242,Interior designers and interior decorators,3570,Windsor--Sarnia,,,
52,5242,Interior designers and interior decorators,3580,Stratford--Bruce Peninsula,17.0,24.0,47.8
52,5242,Interior designers and interior decorators,3590,Northeast,,,
52,5242,Interior designers and interior decorators,3595,Northwest,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3510,Ottawa,18.0,28.85,44.62
52,5243,"Theatre, fashion, exhibit and other creative designers",3515,Kingston--Pembroke,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3520,Muskoka--Kawarthas,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3530,Toronto,18.0,28.85,44.62
52,5243,"Theatre, fashion, exhibit and other creative designers",3540,Kitchener--Waterloo--Barrie,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3550,Hamilton--Niagara Peninsula,18.0,28.85,44.62
52,5243,"Theatre, fashion, exhibit and other creative designers",3560,London,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3570,Windsor--Sarnia,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3580,Stratford--Bruce Peninsula,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3590,Northeast,,,
52,5243,"Theatre, fashion, exhibit and other creative designers",3595,Northwest,,,
52,5244,Artisans and craftspersons,3510,Ottawa,,,
52,5244,Artisans and craftspersons,3515,Kingston--Pembroke,,,
52,5244,Artisans and craftspersons,3520,Muskoka--Kawarthas,,,
52,5244,Artisans and craftspersons,3530,Toronto,14.35,18.0,28.0
52,5244,Artisans and craftspersons,3540,Kitchener--Waterloo--Barrie,14.99,18.5,26.0
52,5244,Artisans and craftspersons,3550,Hamilton--Niagara Peninsula,15.0,17.45,23.48
52,5244,Artisans and craftspersons,3560,London,14.35,18.0,26.88
52,5244,Artisans and craftspersons,3570,Windsor--Sarnia,,,
52,5244,Artisans and craftspersons,3580,Stratford--Bruce Peninsula,,,
52,5244,Artisans and craftspersons,3590,Northeast,,,
52,5244,Artisans and craftspersons,3595,Northwest,,,
52,5245,"Patternmakers - textile, leather and fur products",3510,Ottawa,,,
52,5245,"Patternmakers - textile, leather and fur products",3515,Kingston--Pembroke,,,
52,5245,"Patternmakers - textile, leather and fur products",3520,Muskoka--Kawarthas,,,
52,5245,"Patternmakers - textile, leather and fur products",3530,Toronto,,,
52,5245,"Patternmakers - textile, leather and fur products",3540,Kitchener--Waterloo--Barrie,,,
52,5245,"Patternmakers - textile, leather and fur products",3550,Hamilton--Niagara Peninsula,,,
52,5245,"Patternmakers - textile, leather and fur products",3560,London,,,
52,5245,"Patternmakers - textile, leather and fur products",3570,Windsor--Sarnia,,,
52,5245,"Patternmakers - textile, leather and fur products",3580,Stratford--Bruce Peninsula,,,
52,5245,"Patternmakers - textile, leather and fur products",3590,Northeast,,,
52,5245,"Patternmakers - textile, leather and fur products",3595,Northwest,,,
52,5251,Athletes,3510,Ottawa,,,
52,5251,Athletes,3515,Kingston--Pembroke,,,
52,5251,Athletes,3520,Muskoka--Kawarthas,,,
52,5251,Athletes,3530,Toronto,15.0,22.5,45.73
52,5251,Athletes,3540,Kitchener--Waterloo--Barrie,,,
52,5251,Athletes,3550,Hamilton--Niagara Peninsula,,,
52,5251,Athletes,3560,London,,,
52,5251,Athletes,3570,Windsor--Sarnia,,,
52,5251,Athletes,3580,Stratford--Bruce Peninsula,,,
52,5251,Athletes,3590,Northeast,,,
52,5251,Athletes,3595,Northwest,,,
52,5252,Coaches,3510,Ottawa,,,
52,5252,Coaches,3515,Kingston--Pembroke,,,
52,5252,Coaches,3520,Muskoka--Kawarthas,,,
52,5252,Coaches,3530,Toronto,14.5,18.0,33.0
52,5252,Coaches,3540,Kitchener--Waterloo--Barrie,,,
52,5252,Coaches,3550,Hamilton--Niagara Peninsula,14.35,17.81,33.0
52,5252,Coaches,3560,London,,,
52,5252,Coaches,3570,Windsor--Sarnia,,,
52,5252,Coaches,3580,Stratford--Bruce Peninsula,,,
52,5252,Coaches,3590,Northeast,,,
52,5252,Coaches,3595,Northwest,,,
52,5253,Sports officials and referees,3510,Ottawa,,,
52,5253,Sports officials and referees,3515,Kingston--Pembroke,,,
52,5253,Sports officials and referees,3520,Muskoka--Kawarthas,,,
52,5253,Sports officials and referees,3530,Toronto,,,
52,5253,Sports officials and referees,3540,Kitchener--Waterloo--Barrie,,,
52,5253,Sports officials and referees,3550,Hamilton--Niagara Peninsula,,,
52,5253,Sports officials and referees,3560,London,,,
52,5253,Sports officials and referees,3570,Windsor--Sarnia,,,
52,5253,Sports officials and referees,3580,Stratford--Bruce Peninsula,,,
52,5253,Sports officials and referees,3590,Northeast,,,
52,5253,Sports officials and referees,3595,Northwest,,,
52,5254,"Program leaders and instructors in recreation, sport and fitness",3510,Ottawa,14.35,17.0,24.04
52,5254,"Program leaders and instructors in recreation, sport and fitness",3515,Kingston--Pembroke,14.35,15.0,27.0
52,5254,"Program leaders and instructors in recreation, sport and fitness",3520,Muskoka--Kawarthas,,,
52,5254,"Program leaders and instructors in recreation, sport and fitness",3530,Toronto,14.35,16.4,25.5
52,5254,"Program leaders and instructors in recreation, sport and fitness",3540,Kitchener--Waterloo--Barrie,14.35,16.0,35.5
52,5254,"Program leaders and instructors in recreation, sport and fitness",3550,Hamilton--Niagara Peninsula,14.35,15.75,22.05
52,5254,"Program leaders and instructors in recreation, sport and fitness",3560,London,14.35,14.5,16.5
52,5254,"Program leaders and instructors in recreation, sport and fitness",3570,Windsor--Sarnia,14.35,17.0,30.0
52,5254,"Program leaders and instructors in recreation, sport and fitness",3580,Stratford--Bruce Peninsula,,,
52,5254,"Program leaders and instructors in recreation, sport and fitness",3590,Northeast,14.35,15.28,28.85
52,5254,"Program leaders and instructors in recreation, sport and fitness",3595,Northwest,14.35,16.8,30.77
62,6211,Retail sales supervisors,3510,Ottawa,15.0,18.7,34.97
62,6211,Retail sales supervisors,3515,Kingston--Pembroke,14.8,18.0,29.04
62,6211,Retail sales supervisors,3520,Muskoka--Kawarthas,14.35,20.0,38.46
62,6211,Retail sales supervisors,3530,Toronto,14.74,20.0,36.06
62,6211,Retail sales supervisors,3540,Kitchener--Waterloo--Barrie,14.35,20.0,33.0
62,6211,Retail sales supervisors,3550,Hamilton--Niagara Peninsula,15.0,19.0,31.0
62,6211,Retail sales supervisors,3560,London,15.0,19.1,30.29
62,6211,Retail sales supervisors,3570,Windsor--Sarnia,14.35,20.0,26.82
62,6211,Retail sales supervisors,3580,Stratford--Bruce Peninsula,14.6,19.85,34.44
62,6211,Retail sales supervisors,3590,Northeast,14.5,18.0,28.0
62,6211,Retail sales supervisors,3595,Northwest,15.0,20.0,38.46
62,6221,Technical sales specialists - wholesale trade,3510,Ottawa,14.94,24.63,49.74
62,6221,Technical sales specialists - wholesale trade,3515,Kingston--Pembroke,14.5,21.4,40.16
62,6221,Technical sales specialists - wholesale trade,3520,Muskoka--Kawarthas,14.41,22.0,40.65
62,6221,Technical sales specialists - wholesale trade,3530,Toronto,14.75,25.83,50.22
62,6221,Technical sales specialists - wholesale trade,3540,Kitchener--Waterloo--Barrie,16.0,26.29,45.44
62,6221,Technical sales specialists - wholesale trade,3550,Hamilton--Niagara Peninsula,15.47,27.62,47.83
62,6221,Technical sales specialists - wholesale trade,3560,London,15.0,24.04,43.05
62,6221,Technical sales specialists - wholesale trade,3570,Windsor--Sarnia,14.5,22.48,44.68
62,6221,Technical sales specialists - wholesale trade,3580,Stratford--Bruce Peninsula,17.0,22.67,40.18
62,6221,Technical sales specialists - wholesale trade,3590,Northeast,14.95,25.0,44.46
62,6221,Technical sales specialists - wholesale trade,3595,Northwest,,,
62,6222,Retail and wholesale buyers,3510,Ottawa,16.0,24.04,35.46
62,6222,Retail and wholesale buyers,3515,Kingston--Pembroke,,,
62,6222,Retail and wholesale buyers,3520,Muskoka--Kawarthas,,,
62,6222,Retail and wholesale buyers,3530,Toronto,15.38,23.0,36.41
62,6222,Retail and wholesale buyers,3540,Kitchener--Waterloo--Barrie,15.0,22.5,25.71
62,6222,Retail and wholesale buyers,3550,Hamilton--Niagara Peninsula,16.0,24.04,35.46
62,6222,Retail and wholesale buyers,3560,London,16.0,24.04,35.46
62,6222,Retail and wholesale buyers,3570,Windsor--Sarnia,,,
62,6222,Retail and wholesale buyers,3580,Stratford--Bruce Peninsula,16.0,24.04,35.46
62,6222,Retail and wholesale buyers,3590,Northeast,,,
62,6222,Retail and wholesale buyers,3595,Northwest,,,
62,6231,Insurance agents and brokers,3510,Ottawa,17.0,26.71,47.8
62,6231,Insurance agents and brokers,3515,Kingston--Pembroke,17.0,24.0,24.23
62,6231,Insurance agents and brokers,3520,Muskoka--Kawarthas,17.0,25.64,38.46
62,6231,Insurance agents and brokers,3530,Toronto,16.47,26.0,38.46
62,6231,Insurance agents and brokers,3540,Kitchener--Waterloo--Barrie,18.27,25.27,38.46
62,6231,Insurance agents and brokers,3550,Hamilton--Niagara Peninsula,17.0,25.64,38.46
62,6231,Insurance agents and brokers,3560,London,18.23,26.92,41.03
62,6231,Insurance agents and brokers,3570,Windsor--Sarnia,,,
62,6231,Insurance agents and brokers,3580,Stratford--Bruce Peninsula,17.0,25.64,38.46
62,6231,Insurance agents and brokers,3590,Northeast,15.39,26.15,35.71
62,6231,Insurance agents and brokers,3595,Northwest,20.15,27.69,33.13
62,6232,Real estate agents and salespersons,3510,Ottawa,30296.0,46356.0,128090.0
62,6232,Real estate agents and salespersons,3515,Kingston--Pembroke,30296.0,42028.0,127424.0
62,6232,Real estate agents and salespersons,3520,Muskoka--Kawarthas,30296.0,46891.0,136636.0
62,6232,Real estate agents and salespersons,3530,Toronto,30296.0,44360.0,144595.0
62,6232,Real estate agents and salespersons,3540,Kitchener--Waterloo--Barrie,30296.0,53647.0,151980.0
62,6232,Real estate agents and salespersons,3550,Hamilton--Niagara Peninsula,30296.0,51103.0,139074.0
62,6232,Real estate agents and salespersons,3560,London,30296.0,38982.0,116959.0
62,6232,Real estate agents and salespersons,3570,Windsor--Sarnia,30296.0,49264.0,130921.0
62,6232,Real estate agents and salespersons,3580,Stratford--Bruce Peninsula,30296.0,49384.0,145667.0
62,6232,Real estate agents and salespersons,3590,Northeast,30296.0,38948.0,100529.0
62,6232,Real estate agents and salespersons,3595,Northwest,,,
62,6235,Financial sales representatives,3510,Ottawa,21.15,25.64,43.59
62,6235,Financial sales representatives,3515,Kingston--Pembroke,18.0,25.64,41.8
62,6235,Financial sales representatives,3520,Muskoka--Kawarthas,18.0,25.64,41.8
62,6235,Financial sales representatives,3530,Toronto,17.79,25.64,42.86
62,6235,Financial sales representatives,3540,Kitchener--Waterloo--Barrie,18.46,23.29,41.03
62,6235,Financial sales representatives,3550,Hamilton--Niagara Peninsula,21.0,30.77,38.46
62,6235,Financial sales representatives,3560,London,18.27,24.04,38.46
62,6235,Financial sales representatives,3570,Windsor--Sarnia,,,
62,6235,Financial sales representatives,3580,Stratford--Bruce Peninsula,18.0,25.64,41.8
62,6235,Financial sales representatives,3590,Northeast,18.0,25.64,41.8
62,6235,Financial sales representatives,3595,Northwest,18.46,20.82,36.67
63,6311,Food service supervisors,3510,Ottawa,14.5,15.87,20.4
63,6311,Food service supervisors,3515,Kingston--Pembroke,14.35,16.0,20.9
63,6311,Food service supervisors,3520,Muskoka--Kawarthas,14.35,15.81,20.0
