X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-81.510758588,43.9646553360001,9478,172387117,S0119,Retirement Home, ,Sepoy Manor, , , ,543 Gough Street,Postal Office Box 98, ,Lucknow,N0G2H0,20220428140000,20220426154759
-84.317093456,46.5493454050001,9493,172386856,N0030,Retirement Home, ,Great Northern Retirement Home, , , ,760 Great Northern Road, , ,Sault Ste. Marie,P6B0B5,20220428140054,20220426154724
-79.52027873,43.6826789840001,9502,172386748,T0108,Retirement Home, ,Chartwell Scarlett Heights Retirement Residence, , , ,4005 Eglinton Avenue West, , ,Toronto,M9A5H3,20220428140112,20220426154710
-79.3909459879999,43.674630388,9537,172386598,T0187,Retirement Home, ,Belmont House, , , ,55 Belmont Street, , ,Toronto,M5R1R1,20220428135928,20220426154650
-80.438954096,43.39190839,9572,172386804,T0526,Retirement Home, ,Doon Village Retirement Residence, , , ,868 Doon Village Road, , ,Kitchener,N2P3A4,20220428135928,20220426154717
-75.6822039639999,44.590669812,9600,172386760,N0421,Retirement Home, ,Chartwell Wedgewood Retirement Residence, , , ,15 Market Street, , ,Brockville,K6V0A6,20220428140054,20220426154711
-75.622723314,45.43016916,9613,172387003,N0546,Retirement Home, ,Ogilvie Villa, , , ,1345 Ogilvie Road, , ,Ottawa,K1J7P5,20220428140000,20220426154744
-80.535859933,43.463677698,9614,172386955,T0029,Retirement Home, ,Luther Village on the Park-Sunshine Centre, , , ,141 Father David Bauer Drive, , ,Waterloo,N2L6N9,20220428140037,20220426154737
-79.717507858,44.3914783970001,9626,172386764,N0060,Retirement Home, ,Chartwell Whispering Pines Retirement Residence, , , ,140 Letitia Street, , ,Barrie,L4N1P5,20220428135944,20220426154712
-79.3023311599999,43.677410293,9649,172386593,T0119,Retirement Home, ,Beach Arms Retirement Residence, , , ,505 Kingston Road, , ,Toronto,M4L1V5,20220428140018,20220426154649
-80.521575028,43.4609290980001,9650,172386753,T0096,Retirement Home, ,Chartwell Terrace on the Square Retirement Residence, , , ,100 Caroline Street, , ,Waterloo,N2L1X5,20220428140000,20220426154711
-80.933107166,46.522757889,9656,172386932,N0499,Retirement Home, ,LaSalle Residence For Seniors, , , ,1758 Lasalle Boulevard, , ,Greater Sudbury,P3A5W4,20220428135914,20220426154734
-82.605413552,42.0514225470001,9678,172386992,S0099,Retirement Home, ,New Beginnings Rest Home, , , ,106 Talbot Street West, , ,Leamington,N8H1M9,20220428140054,20220426154742
-79.616564852,43.577672261,9688,172386877,T0156,Retirement Home, ,Heritage House Mississauga, , , ,73 King Street, , ,Mississauga,L5B1H1,20220428140112,20220426154727
-79.1020579469999,43.097418799,9701,172387045,S0045,Retirement Home, ,Queenston Place Retirement Residence, , , ,6440 Valley Way, , ,Niagara Falls,L2E7E3,20220428140000,20220426154749
-79.510028925,43.661149681,9712,172386797,T0397,Retirement Home, ,Delmanor Prince Edward Inc., , , ,4180 Dundas Street West, , ,Toronto,M8X1X8,20220428135944,20220426154716
-79.701091703,43.8554325060001,9733,172386617,T0545,Retirement Home, ,Bolton Mills Retirement Community, , , ,100 Morra Avenue, , ,Bolton,L7E4K5,20220428140018,20220426154652
-83.0510611129999,42.3161494720001,9734,172386800,S0346,Retirement Home, ,Devonshire Retirement Residence, , , ,901 Riverside Drive, , ,Windsor,N9A7J6,20220428140000,20220426154717
-79.090917342,43.090297299,9752,172386818,S0462,Retirement Home, ,Emerald Retirement Residence, , , ,5807 Ferry Street, , ,Niagara Falls,L2G1S8,20220428140036,20220426154719
-79.605551652,43.6209597690001,9767,172387157,T0201,Retirement Home, ,Sunrise Senior Living of Mississauga, , , ,1279 Burnhamthorpe Road, , ,Mississauga,L4Y3V7,20220428140037,20220426154804
-81.238289192,42.767969341,9784,172387093,S0517,Retirement Home, ,Royal Oak Senior Living, , , ,39232 Fingal Line, , ,St. Thomas,N5P3S5,20220428140054,20220426154756
-80.958072391,43.733187924,9795,172386945,T0235,Retirement Home, ,Livingstone Manor Retirement Residence, , , ,480 Main Street, , ,Listowel,N4W1A6,20220428140112,20220426154736
-81.2068435859999,48.478200675,9805,172387134,N0090,Retirement Home, ,Spruce Hill Lodge, , , ,200 Bruce Avenue, , ,Timmins,P0N1H0,20220428140000,20220426154801
-80.7014940779999,43.380497775,9814,172386997,T0115,Retirement Home, ,Nithview Community, , , ,200 Boullee Street, , ,New Hamburg,N3A2K4,20220428135914,20220426154743
-81.143178247,44.7431928870001,9831,172387299,S0494,Retirement Home, ,Wiarton Retirement Residence, , , ,598 Gould Street, , ,Wiarton,N0H2T0,20220428140112,20220426154823
-79.4367203199999,43.86579542,9857,172387159,T0204,Retirement Home, ,Sunrise Senior Living of Richmond Hill, , , ,9800 Yonge Street, , ,Richmond Hill,L4C0P5,20220428135944,20220426154805
-79.765812409,43.691258374,9881,172387084,T0408,Retirement Home, ,Rosedale Retirement Residence, , , ,12 William Street, , ,Brampton,L6V1L2,20220428140019,20220426154754
-79.647140362,43.587188961,9882,172386551,T0142,Retirement Home, ,Amica City Centre, , , ,380 Princess Royal Drive, , ,Mississauga,L5B4M9,20220428140036,20220426154643
-75.81749387,45.3267061340001,9892,172386957,N0395,Retirement Home, ,Lynwood Park Lodge, , , ,1 Eaton Street, , ,Ottawa,K2H9P1,20220428135944,20220426154738
-80.0736209739999,44.413213984,9906,172387284,N0502,Retirement Home, ,Warrington Retirement Lodge, , , ,328 Warrington Road, , ,Stayner,L0M1S0,20220428140001,20220426154821
-79.224892862,43.98191925,9914,172386784,T0577,Retirement Home, ,Country Home Care Services Ltd., , , ,12472 York Durham Line, , ,Whitchurch-Stouffville,L4A3L2,20220428140018,20220426154715
-79.686561748,44.394732,9925,172386989,N0428,Retirement Home, ,Mulcaster Mews, , , ,130 Mulcaster Street, , ,Barrie,L4M3M9,20220428135944,20220426154742
-79.523943985,43.1466455890001,9949,172386897,S0208,Retirement Home, ,Jah-Jireh Seniors Ministry Association, , , ,Thirty Road,"R.R. 3, Unit 4505", ,Beamsville,L0R1B3,20220428140018,20220426154730
-79.688086472,43.5489852530001,9955,172387156,T0198,Retirement Home, ,Sunrise Senior Living of Erin Mills, , , ,4046 Erin Mills Parkway, , ,Mississauga,L5L2W7,20220428135914,20220426154804
-79.29922047,43.799012815,9973,172386602,T0290,Retirement Home, ,Bethseda Home, , , ,4 Partridge Lane, , ,Toronto,M1T3C6,20220428140018,20220426154650
-79.717288684,43.580936557,9974,172386790,T0459,Retirement Home, ,Credit River Retirement Residence, , , ,175 Rutledge Road, , ,Mississauga,L5M0X7,20220428140000,20220426154715
-82.206408961,42.4153478310001,9980,172386964,S0423,Retirement Home, ,Maple City Residence, , , ,97 McFarlane Avenue, , ,Chatham,N7L4V6,20220428135914,20220426154738
-79.763285985,43.427979228,9996,172386759,T0517,Retirement Home, ,Chartwell Waterford Retirement Residence, , , ,2160 Baronwood Drive, , ,Oakville,L6M0Y1,20220428135928,20220426154711
-78.556555397,44.538223477,10003,172386904,N0463,Retirement Home, ,Kawartha Lakes Retirement Residence, , , ,60 West Street, , ,Kawartha Lakes,K0M1A0,20220428140112,20220426154730
-75.3544966109999,45.256400741,10015,172387097,N0108,Retirement Home, ,Russell Meadows Retirement Community, , , ,475 Church Street, , ,Russell,K4R0A9,20220428140000,20220426154756
-75.900644697,45.3160507280001,10028,172387055,N0190,Retirement Home, ,Red Oak Retirement Residence, , , ,3501 Campeau Drive, , ,Ottawa,K2K0C1,20220428135944,20220426154751
-79.2992804849999,45.0523952300001,10051,172386991,N0360,Retirement Home, ,Muskoka Hills Retirement Villa Inc., , , ,Highway,"R.R. 1, Unit 118, 690 Muskoka Road", ,Bracebridge,P1L1W8,20220428140037,20220426154742
-74.6531001989999,45.5154988140001,10069,172386878,N0252,Retirement Home, ,Heritage Lodge, , , ,48 Wall Street, , ,Vankleek Hill,K0B1R0,20220428140054,20220426154727
-79.9528888309999,43.26506679,10079,172386810,S0515,Retirement Home, ,Dundas Retirement Place, , , ,33 Main Street, , ,Hamilton,L9H2P7,20220428140112,20220426154718
-81.150328288,44.1174136810001,10092,172386965,S0344,Retirement Home, ,Maple Court Retirement Residence, , , ,5 Fourth Street, , ,Walkerton,N0G2V0,20220428140000,20220426154738
-78.918591759,43.9247340540001,10093,172386922,T0589,Retirement Home, ,Lakeridge Heights Retirement Residence, , , ,4050 Garrard Road, , ,Whitby,L1R3K8,20220428140037,20220426154733
-79.4143853039999,43.7722235040001,10121,172386635,T0059,Retirement Home, ,Canterbury Place Retirement Residence, , , ,1 Canterbury Place, , ,Toronto,M2N0G7,20220428140053,20220426154655
-79.782783917,43.719638978,10145,172387307,T0022,Retirement Home, ,Woodhall Park Retirement Village, , , ,10250 Kennedy Road, , ,Brampton,L6Z4N7,20220428140019,20220426154825
-83.036363308,42.314936673,10146,172386724,S0053,Retirement Home, ,Chartwell Oak Park Terrace Retirement Residence, , , ,1750 EastC. Row North,Service Road, ,Windsor,N8W1Y3,20220428140036,20220426154707
-78.958255671,43.9131184500001,10175,172387225,T0132,Retirement Home, ,The Village of Taunton Mills, , , ,3800 Brock Street, , ,Whitby,L1R3A5,20220428140001,20220426154813
-80.528608328,43.4315177920001,10192,172386679,T0088,Retirement Home, ,Chartwell Bankside Retirement Residence, , , ,71 Bankside Drive, , ,Kitchener,N2N3L1,20220428140111,20220426154701
-79.582028947,43.653231276,10201,172386668,T0268,Retirement Home, ,Centennial Park Place, , , ,25 Centennial Park Road, , ,Toronto,M9C5H1,20220428140000,20220426154659
-79.19871678,43.1255403000001,10207,172386777,S0082,Retirement Home, ,Cobblestone Gardens Retirement Residence, , , ,10 Ormond Street, , ,Thorold,L2V1Y7,20220428135914,20220426154714
-76.552022721,44.250394016,10214,172387247,N0269,Retirement Home, ,Trillium Retirement and Care Community, , , ,800 Edgar Street, , ,Kingston,K7M8S4,20220428135945,20220426154817
-80.518014722,43.4068182880001,10240,172386763,T0082,Retirement Home, ,Chartwell Westmount Retirement Residence, , , ,190 David Bergey Drive, , ,Kitchener,N2E3Y4,20220428140018,20220426154712
-75.8431229779999,45.317312531,10246,172387083,N0548,Retirement Home, ,Robertson House, , , ,1 Mill Hill Road, , ,Ottawa,K2H9L6,20220428135914,20220426154754
-80.423757189,43.3724450870001,10260,172386886,T0513,Retirement Home, ,Highview Residences Kitchener, , , ,20 Reichert Drive, , ,Kitchener,N2P0G9,20220428135929,20220426154728
-78.688223684,43.9103654620001,10299,172386619,T0508,Retirement Home, ,Bowmanville Creek Retirement Community, , , ,105 Queen Street, , ,Bowmanville,L1C0T3,20220428135928,20220426154653
-80.592572909,42.989656611,10325,172386600,S0477,Retirement Home, ,Bethany Care Home, , , ,35 Main Street, , ,Norwich,N0J1P0,20220428140053,20220426154650
-79.2315018959999,43.194677911,10342,172387029,S0356,Retirement Home, ,Pioneer Elder Care, , , ,473 Vine Street, , ,St. Catharines,L2M3S9,20220428135944,20220426154747
-81.3069366289999,42.95052947,10366,172386950,S0036,Retirement Home, ,Longworth Retirement Residence, , , ,600 Longworth Road, , ,London,N6K4X9,20220428140000,20220426154737
-79.830812287,43.2070165860001,10367,172386912,S0123,Retirement Home, ,Kingsberry Place Seniors Residence, , , ,1221 Limeridge Road, , ,Hamilton,L8W1Y1,20220428140036,20220426154732
-82.604273451,42.0383087450001,10375,172386715,S0204,Retirement Home, ,Chartwell Leamington Retirement Residence, , , ,1 Henry Avenue, , ,Leamington,N8H5P1,20220428135944,20220426154705
-79.028351389,43.8650397390001,10390,172386704,T0447,Retirement Home, ,Chartwell Harwood Retirement Residences, , , ,240 Old Harwood Avenue, , ,Ajax,L1T0N2,20220428140111,20220426154704
-81.540829964,43.614465275,10397,172386567,S0131,Retirement Home, ,Anfield Manor, , , ,26 Joseph Street,Postal Office Box 777, ,Londesborough,N0M1L0,20220428140018,20220426154646
-75.6867656329999,45.3994644520001,10398,172386716,N0424,Retirement Home, ,Chartwell Lord Lansdowne Retirement Residence, , , ,920 Bank Street, , ,Ottawa,K1S1M8,20220428140000,20220426154705
-77.23025432,43.9862904400001,10404,172386815,N0361,Retirement Home, ,Elder Care Retirement Home, , , ,317 Bloomfield Main Street, , ,Prince Edward,K0K1G0,20220428135914,20220426154719
-75.77480486,45.3799939450001,10420,172386651,N0275,Retirement Home, ,Carlingwood Retirement Community, , , ,200 Lockhart Avenue, , ,Ottawa,K2A4C6,20220428135928,20220426154657
-79.708293989,44.7520280590001,10434,172386592,N0449,Retirement Home, ,Bayview Retirement Home, , , ,175 Walnut Street, , ,Waubaushene,L0K2C0,20220428135928,20220426154649
-80.386263261,43.1890724560001,10444,172387046,S0504,Retirement Home, ,Queensview Retirement Community, , , ,70 King Edward Street, , ,Brant,N3L0C1,20220428140112,20220426154749
-79.721714983,43.5532057520001,10455,172387221,T0550,Retirement Home, ,The Village of Erin Meadows, , , ,2930 Erin Centre Boulevard, , ,Mississauga,L5M7M4,20220428140001,20220426154813
-81.5155796889999,43.9601257350001,10468,172386995,S0419,Retirement Home, ,Nine Mile Villa Inc., , , ,469 Inglis Street, , ,Lucknow,N0G2H0,20220428135944,20220426154742
-75.305378218,45.537980191,10492,172386901,N0099,Retirement Home, ,Jardins Belle Rive, , , ,2950 Laurier Street, , ,Clarence-Rockland,K4K1T3,20220428140019,20220426154730
-74.893038939,45.0292329210001,10498,172387162,N0166,Retirement Home, ,Sunset Cove Retirement Living, , , ,53 Long Sault Drive, , ,Long Sault,K0C1P0,20220428135914,20220426154805
-80.9428262659999,44.5649140670001,10511,172386902,S0108,Retirement Home, ,John Joseph Place, , , ,854 2nd Avenue, , ,Owen Sound,N4K4M5,20220428140000,20220426154730
-80.368502102,43.701215947,10512,172386883,T0160,Retirement Home, ,Highland Manor Retirement Lodge, , , ,110 Belsyde Avenue, , ,Fergus,N1M1Z5,20220428140036,20220426154728
-75.5263093839999,45.446162466,10519,172386674,N0387,Retirement Home, ,Chapel Hill Retirement Residence, , , ,2305 Pagé Road, , ,Ottawa,K1W1H3,20220428135944,20220426154700
-81.2662942169999,42.9579861730001,10527,172386894,S0467,Retirement Home, ,Inspirit Residences, , , ,81 Base Line Road, , ,London,N6J4Y5,20220428140054,20220426154729
-80.1048193459999,42.886250316,10558,172386940,S0104,Retirement Home, ,Leisure Living Retirement Home, , , ,98 Talbot Street, , ,Jarvis,N0A1J0,20220428135944,20220426154735
-78.944267162,43.8578338410001,10572,172387259,T0556,Retirement Home, ,V!VA Whitby Shores Retirement Community, , , ,51 Whitby Shores Greenway, , ,Whitby,L1N9R1,20220428140001,20220426154818
-80.3257496589999,43.3769168920001,10586,172387074,T0206,Retirement Home, ,Riverbend Place, , , ,650 Coronation Boulevard, , ,Cambridge,N1R7S6,20220428135944,20220426154753
-80.253781551,43.5466280250001,10610,172386998,T0054,Retirement Home, ,Norfolk Manor, , , ,128 Norfolk Street, , ,Guelph,N1H4J8,20220428140019,20220426154743
-80.2157484379999,43.5323795250001,10616,172387220,T0285,Retirement Home, ,The Village of Arbour Trails, , , ,32 Bayberry Drive, , ,Guelph,N1G0A2,20220428135914,20220426154813
-76.558165125,44.2689845190001,10630,172387287,N0470,Retirement Home, ,Waterford Kingston Retirement Residence, , , ,471 Cataraqui Woods Drive, , ,Kingston,K7P0E6,20220428140037,20220426154822
-75.51901092,44.7120915400001,10646,172387200,N0354,Retirement Home, ,The Mayfield Retirement Residence, , , ,248 Park Street, , ,Prescott,K0E1T0,20220428140054,20220426154810
-78.339684705,44.293924045,10657,172387092,T0005,Retirement Home, ,Royal Gardens Retirement Residence, , , ,1160 Clonsilla Avenue, , ,Peterborough,K9J8P8,20220428140112,20220426154756
-79.418055382,44.6163844500001,10673,172387263,N0467,Retirement Home, ,Victoria House Retirement Home, , , ,190 Laclie Street, , ,Orillia,L3V4N4,20220428140054,20220426154819
-79.571667685,44.1137738570001,10683,172387196,T0114,Retirement Home, ,The LeBlanc Rest Home, , , ,40 Toronto Street, , ,Bradford West Gwillimbury,L3Z1N6,20220428140112,20220426154809
-79.4494602089999,43.6947709890001,10708,172387140,T0129,Retirement Home, ,St. Hilda's Towers, , , ,2339 Dufferin Street, , ,Toronto,M6E4Z5,20220428135929,20220426154802
-75.090212428,45.316332662,10717,172387051,N0399,Retirement Home, ,Résidence St. François, , , ,790 rue Principale, , ,Casselman,K0A1M0,20220428140037,20220426154750
-75.766928048,45.2610550250001,10732,172387254,N0417,Retirement Home, ,V!VA Barrhaven Retirement Community, , , ,275 Tartan Drive, , ,Ottawa,K2J6A9,20220428135929,20220426154817
-80.027418051,45.360697746,10739,172387119,N0505,Retirement Home, ,Serenity Seniors Residence, , , ,35 Tudhope Street, , ,Parry Sound,P2A2H9,20220428140037,20220426154759
-82.151788715,49.343370748,10756,172387062,N0409,Retirement Home, ,Residence Lefebvre, , , ,15 rue Paquette,Postal Office Box 48, ,Moonbeam,P0L1V0,20220428140054,20220426154752
-81.3303204279999,48.4857637700001,10766,172386931,N0507,Retirement Home, ,Lasalle Residence, , , ,455 Cedar Street, , ,Timmins,P4N8K4,20220428140112,20220426154734
-83.1076756099999,42.087154829,10777,172387103,S0155,Retirement Home, ,Seasons Amherstburg, , , ,681 Front Road, , ,Amherstburg,N9V0B4,20220428140000,20220426154757
-75.671692231,45.438302659,10783,172387077,N0504,Retirement Home, ,Riverpath Retirement Community, , , ,80 Landry Street, , ,Ottawa,K1L0B4,20220428135944,20220426154754
-79.679447464,47.504843909,10807,172386999,N0015,Retirement Home, ,Northdale Manor, , , ,130 Lakeshore Road North, , ,Temiskaming Shores,P0J1P0,20220428140019,20220426154743
-79.8736962,43.1988648820001,10813,172387226,S0410,Retirement Home, ,The Village of Wentworth Heights, , , ,1620 Upper Wentworth Street, , ,Hamilton,L9B2W3,20220428135914,20220426154814
-77.1109360419999,45.8297553620001,10833,172387163,N0016,Retirement Home, ,Supples Landing Retirement Residence, , , ,201 Joseph Street, , ,Pembroke,K8A8J2,20220428140019,20220426154805
-79.263730073,43.964417645,10834,172386615,T0612,Retirement Home, ,Bloom Stouffville, , , ,135 Mostar Street, , ,Whitchurch-Stouffville,L4A0L9,20220428140036,20220426154652
-81.214500007,43.0213999870001,10862,172386909,S0109,Retirement Home, ,Kensington Village Retirement/Nursing Home, , , ,1340 Huron Street, , ,London,N5V3R3,20220428135944,20220426154731
-79.6680332569999,43.448902036,10877,172387244,T0273,Retirement Home, ,Trafalgar Lodge, , , ,299 Randall Street, , ,Oakville,L6J6B4,20220428140001,20220426154816
-79.755579977,43.368249618,10893,172386570,S0225,Retirement Home, ,Appleby Place, , , ,500 Appleby Line, , ,Burlington,L7L5Z6,20220428135959,20220426154646
-75.54866749,45.435936864,10897,172386612,N0475,Retirement Home, ,Blackburn Seniors Retirement Home, , , ,2412 Cleroux Crescent, , ,Ottawa,K1W1A3,20220428135914,20220426154652
-81.6205478429999,44.181487368,10938,172387245,S0182,Retirement Home, ,Trillium Court, , , ,550 Phillip Place, , ,Kincardine,N2Z3A6,20220428140037,20220426154816
-79.667419364,43.5347556510001,10954,172387188,T0045,Retirement Home, ,The Erinview, , , ,2630 Fifth Line, , ,Mississauga,L5K0A8,20220428140054,20220426154809
-75.789284462,45.3422499370001,10964,172387058,N0436,Retirement Home, ,Redwoods Retirement, , , ,2604 Draper Avenue, , ,Ottawa,K2H7A1,20220428140112,20220426154751
-76.566192827,44.2574455160001,10975,172387095,N0197,Retirement Home, ,Royale Place Retirement Residence, , , ,2485 Princess Street, , ,Kingston,K7M3G1,20220428140037,20220426154756
-79.583409339,43.556749159,10993,172387034,T0057,Retirement Home, ,Port Credit Residences, , , ,33 Hurontario Street, , ,Mississauga,L5G3E8,20220428140054,20220426154748
-80.4437001009999,43.434478497,11008,172386622,T0486,Retirement Home, ,Briarfield Gardens, , , ,1250 Weber Street, , ,Kitchener,N2A4E1,20220428135944,20220426154653
-79.5042942269999,43.7071898890001,11016,172387043,T0539,Retirement Home, ,Queens Estate Retirement Residence, , , ,265 Queens Drive, , ,Toronto,M6L3E2,20220428140019,20220426154749
-79.502243227,43.7075126890001,11022,172387297,T0288,Retirement Home, ,Weston Gardens Retirement Residence, , , ,303 Queens Drive, , ,Toronto,M6L3C1,20220428135915,20220426154823
-81.0694150049999,46.4778802750001,11036,172387229,N0172,Retirement Home, ,The Walford On The Park (Copper Cliff), , , ,38 Godfrey Drive, , ,Greater Sudbury,P0M1N0,20220428135929,20220426154814
-79.613054851,43.581065462,11044,172386910,T0422,Retirement Home, ,King Gardens, , , ,85 King Street, , ,Mississauga,L5A4G6,20220428140054,20220426154731
-81.3319052429999,43.0149495800001,11054,172386834,S0482,Retirement Home, ,Fox Hollow Retirement Residence, , , ,2175 Dalmagarry Drive, , ,London,N6G5B1,20220428140112,20220426154721
-75.653657923,45.411165055,11067,172386972,N0249,Retirement Home, ,Maplewood Retirement Community, , , ,340 Industrial Avenue, , ,Ottawa,K1G3Z6,20220428140000,20220426154740
-80.748679969,43.115976726,11068,172386929,S0098,Retirement Home, ,Langdon Retirement Villa, , , ,196 Ferguson Drive, , ,Woodstock,N4V1A6,20220428140037,20220426154734
-75.8217830729999,45.3483610370001,11078,172386738,N0465,Retirement Home, ,Chartwell Riverpark Retirement Residence, , , ,1 Corkstown Road, , ,Ottawa,K2H1B6,20220428135944,20220426154708
-75.88533619,45.300893526,11086,172386825,N0161,Retirement Home, ,Fairfield Manor Retirement Residence, , , ,17 Lombardo Drive, , ,Ottawa,K2L4E8,20220428140018,20220426154720
-82.18427507,42.587953563,11092,172387130,S0496,Retirement Home, ,Soaring Eagle Retirement Living, , , ,479 Hughes Street, , ,Dresden,N0P1M0,20220428135914,20220426154801
-79.919926054,43.6477196590001,11101,172386554,T0542,Retirement Home, ,Amica Georgetown, , , ,224 Maple Avenue, , ,Halton Hills,L7G1X2,20220428135944,20220426154644
-74.473154145,45.5890434340001,11108,172386959,N0082,Retirement Home, ,Manoir Carillon Manor Inc., , , ,1988 Principale Street, , ,Chute-à-Blondeau,K0B1B0,20220428135929,20220426154738
-80.979466266,43.3869529630001,11119,172386976,S0371,Retirement Home, ,McCarthy Place Retirement Residence, , , ,200 McCarthy Road, , ,Stratford,N5A0B6,20220428140037,20220426154740
-80.945974567,44.5642193670001,11137,172386864,S0107,Retirement Home, ,Hannah Walker Place, , , ,846 2nd Avenue, , ,Owen Sound,N4K4M5,20220428140054,20220426154725
-79.439321123,43.8911378240001,11140,172386794,T0050,Retirement Home, ,Delmanor Elgin Mills, , , ,80 Elgin Mills Road, , ,Richmond Hill,L4C0L3,20220428140036,20220426154716
-81.325010627,48.491498871,11164,172387232,N0170,Retirement Home, ,The Walford Timmins, , , ,750 Tamarack Street, , ,Timmins,P4N0A4,20220428135945,20220426154815
-80.239128544,43.5133108200001,11187,172387147,T0572,Retirement Home, ,Stone Lodge, , , ,165 Cole Road, , ,Guelph,N1G4N9,20220428140019,20220426154803
-80.542087134,43.4562348960001,11188,172386597,T0554,Retirement Home, ,Beechwood Manor, , , ,305 Erb Street, , ,Waterloo,N2L1W4,20220428140036,20220426154650
-80.569233442,43.445044593,11214,172387234,T0282,Retirement Home, ,The Westhill, , , ,25 Westhill Drive, , ,Waterloo,N2T0B6,20220428140037,20220426154815
-80.965475393,43.7294807230001,11236,172387079,S0519,Retirement Home, ,Riverview Park Residence, , , ,595 Havelock Street, , ,Listowel,N4W3T6,20220428140019,20220426154754
-75.6393964169999,45.4034848540001,11237,172386545,N0393,Retirement Home, ,Alta Vista Manor, , , ,751 Peter Morand Crescent, , ,Ottawa,K1G6S9,20220428140036,20220426154643
-79.320061373,43.7632297070001,11245,172387054,T0267,Retirement Home, ,Rayoak Place, , , ,1340 York Mills Road, , ,Toronto,M3A3R1,20220428135929,20220426154751
-81.9879950869999,42.339708429,11248,172386613,S0184,Retirement Home, ,Blenheim Community Village, , , ,10 Mary Avenue,Postal Office Box 220, ,Blenheim,N0P1A0,20220428135928,20220426154652
-79.955074232,43.26503559,11274,172386599,S0025,Retirement Home, ,Bertram Place Retirement Living Centre, , , ,21 Hatt Street, , ,Hamilton,L9H2E9,20220428140053,20220426154650
-79.73331848,43.4812941390001,11298,172387256,T0557,Retirement Home, ,V!VA Oakville Retirement Community, , , ,1 Sixteen Mile Drive, , ,Oakville,L6M1P3,20220428140019,20220426154818
-79.44891446,46.324108933,11299,172386680,N0081,Retirement Home, ,Chartwell Barclay House Retirement Residence, , , ,600 Chippewa Street, , ,North Bay,P1B9E7,20220428140036,20220426154701
-79.8795145029999,43.209306084,11329,172386588,S0075,Retirement Home, ,Barton Retirement Inc., , , ,1430 Upper Wellington Street, , ,Hamilton,L9A5H3,20220428140018,20220426154648
-75.6814969339999,45.437577258,11330,172386741,N0407,Retirement Home, ,Chartwell Rockcliffe Retirement Residence, , , ,100 Island Lodge Road, , ,Ottawa,K1N0A2,20220428140000,20220426154709
-76.347234654,45.4325884290001,11336,172386896,N0477,Retirement Home, ,Island View Retirement Residence, , , ,30 Jack Crescent, , ,Arnprior,K7S3Y7,20220428135914,20220426154729
-80.8439199649999,43.839943648,11367,172387094,T0186,Retirement Home, ,Royal Terrace, , , ,600 Whites Road, , ,Palmerston,N0G2P0,20220428135944,20220426154756
-79.3999283919999,43.68426579,11396,172386547,T0150,Retirement Home, ,Amica Balmoral Club, , , ,155 Balmoral Avenue, , ,Toronto,M4V1J5,20220428135959,20220426154643
-78.362800611,44.278635341,11400,172386572,T0035,Retirement Home, ,Applewood Retirement Residence, , , ,1500 Lansdowne Street, , ,Peterborough,K9J2A2,20220428135914,20220426154646
-79.183201631,43.7755055160001,11420,172386814,T0197,Retirement Home, ,Ehatare Retirement Home, , , ,40 Old Kingston Road, , ,Toronto,M1E3J5,20220428135944,20220426154719
-79.955030532,43.2644706900001,11443,172386552,S0103,Retirement Home, ,Amica Dundas, , , ,50 Hatt Street, , ,Hamilton,L9H0A1,20220428135914,20220426154644
-80.756148273,43.13947813,11477,172387264,S0533,Retirement Home, ,Victoria Manor (Woodstock), , , ,265 Victoria Street, , ,Woodstock,N4S6W2,20220428135929,20220426154819
