"Active Physicians in ONTARIO by County and Census Subdivision (CSD) in 2021"
""
"County Name                    CSD NAME                          Family Medicine    Specialist        Grand Total"
"Wasaga Beach                  22              22"
"Simcoe Total                                                                        538     384     922"
"Stormont, Dundas and Glengarry                         Akwesasne (Part) 59            1       1       2"
"Cornwall                      62      58     120"
"North Dundas                  36      11      47"
"North Glengarry               13              13"
"North Stormont                 5               5"
"South Dundas                   7       2       9"
"South Stormont                 2               2"
"Stormont, Dundas and Glengarry Total                                                126      72     198"
"Sudbury                                                Chapleau                       3               3"
"Espanola                       7       1       8"
"Sables-Spanish Rivers          2               2"
"Sudbury Total                                                                        12       1      13"
"Thunder Bay                                            Fort William 52                2               2"
"Greenstone                     8               8"
"Manitouwadge                   3               3"
"Marathon                      10              10"
"Schreiber                      2               2"
"Terrace Bay                    2               2"
"Thunder Bay                  171     208     379"
"Thunder Bay, Unorganized       3               3"
"Thunder Bay Total                                                                   201     208     409"
"Timiskaming                                            Charlton and Dack              5               5"
"Coleman                        1               1"
"Kirkland Lake                  9       1      10"
"Latchford                      1               1"
"Temiskaming Shores            21       3      24"
"Timiskaming Total                                                                    37       4      41"
"Toronto                                                Toronto                     3688    5938    9626"
"Toronto Total                                                                      3688    5938    9626"
"Waterloo                                               Cambridge                    149     113     262"
"Kitchener                    272     290     562"
"North Dumfries                 6               6"
"Waterloo                     120      78     198"
"Wellesley                      3               3"
"Wilmot                         9               9"
"Woolwich                      13       1      14"
"Waterloo Total                                                                      572     482    1054"
"Wellington                                             Centre Wellington             45      12      57"
"Erin                           9               9"
"Guelph                       191     162     353"
"Guelph/Eramosa                 3               3"
"Mapleton                       4               4"
"Minto                          5               5"
"Puslinch                       2               2"
"Wellington North              10       1      11"
"Wellington Total                                                                    269     175     444"
"York                                                   Aurora                        59      11      70"
"East Gwillimbury              14       1      15"
"Georgina                      25       1      26"
"King                          14       2      16"
"Markham                      287     279     566"
"Newmarket                    127     253     380"
"Richmond Hill                222     265     487"
"Vaughan                      292     198     490"
"Whitchurch-Stouffville        24       3      27"
"York Total                                                                         1064    1013    2077"
"Grand Total                                                                       15363   17807   33170"
"Source: Active Physician Registry, December 31, 2021"
"Ontario Physician Reporting Centre"
"Prepared: September, 2022"
""
